Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,Description,url
Hadrien Absolu Goutalfor men,for men,4.48,123,"['citrus', 'aromatic', 'woody', 'aldehydic', 'fresh', 'fresh spicy']",[],"Hadrien AbsolubyGoutalis a Citrus Aromatic fragrance for men. Top notes are Citron, Lemon, Bergamot and Aldehydes; middle notes are Sicilian Lemon, Mandarin Orange and Ylang-Ylang; base note is Cypress.",https://www.fragrantica.com/perfume/Goutal/Hadrien-Absolu-21970.html
Le Jasmin Goutalfor women,for women,3.72,218,"['white floral', 'floral', 'warm spicy', 'citrus', 'fresh']","['Camille Goutal', 'Isabelle Doyen']",Le JasminbyGoutalis a Floral fragrance for women.Le Jasminwas launched in 2004. Le Jasmin was created by Isabelle Doyen and Camille Goutal.,https://www.fragrantica.com/perfume/Goutal/Le-Jasmin-1611.html
Le Mimosa Goutalfor women,for women,3.74,424,"['powdery', 'yellow floral', 'fruity', 'sweet', 'green', 'musky', 'floral', 'anis', 'woody', 'soft spicy']","['Camille Goutal', 'Isabelle Doyen']","Le MimosabyGoutalis a Floral fragrance for women.Le Mimosawas launched in 2011. Le Mimosa was created by Isabelle Doyen and Camille Goutal. Top notes are Mimosa, Green Notes, Anise and Iris; middle note is Peach; base notes are Musk and Sandalwood.",https://www.fragrantica.com/perfume/Goutal/Le-Mimosa-11302.html
Le Muguet Goutalfor women,for women,3.58,261,"['white floral', 'fresh', 'green', 'amber', 'fruity', 'rose', 'floral']","['Camille Goutal', 'Isabelle Doyen']",Le MuguetbyGoutalis a Floral fragrance for women.Le Muguetwas launched in 2001. Le Muguet was created by Isabelle Doyen and Camille Goutal.,https://www.fragrantica.com/perfume/Goutal/Le-Muguet-2756.html
Les Nuits d'Hadrien Goutalfor women and men,for women and men,4.06,811,"['citrus', 'aromatic', 'fresh spicy', 'woody', 'green']","['Camille Goutal', 'Isabelle Doyen']","Les Nuits d'HadrienbyGoutalis a Citrus Aromatic fragrance for women and men.Les Nuits d'Hadrienwas launched in 2003. Les Nuits d'Hadrien was created by Isabelle Doyen and Camille Goutal. Top notes are Green Mandarin, Sicilian Bergamot, Sicilian Lemon and Tangerine; middle notes are Cypress, Juniper, Caraway, Basil and Ylang-Ylang; base notes are Patchouli, Amber, Musk, Sandalowood and Vanilla.",https://www.fragrantica.com/perfume/Goutal/Les-Nuits-d-Hadrien-1630.html
Mandragore Goutalfor women and men,for women and men,4.01,"1,775","['fresh spicy', 'aromatic', 'citrus', 'green', 'soft spicy', 'anis', 'warm spicy', 'floral', 'powdery', 'woody']",['Isabelle Doyen'],"MandragorebyGoutalis a Woody Aromatic fragrance for women and men.Mandragorewas launched in 2009. The nose behind this fragrance is Isabelle Doyen. Top notes are Bergamot and Pepper; middle notes are Star Anise, Mint, Ginger, Sage and Iris; base notes are boxwood and Labdanum.",https://www.fragrantica.com/perfume/Goutal/Mandragore-1192.html
"Mon Parfum Cheri, par Camille Goutalfor women",for women,3.76,733,"['patchouli', 'powdery', 'woody', 'violet', 'iris', 'fruity', 'earthy', 'warm spicy', 'sweet', 'balsamic']","['Camille Goutal', 'Isabelle Doyen']","Mon Parfum Cheri, par CamillebyGoutalis a Floral Woody Musk fragrance for women.Mon Parfum Cheri, par Camillewas launched in 2011. Mon Parfum Cheri, par Camille was created by Isabelle Doyen and Camille Goutal.",https://www.fragrantica.com/perfume/Goutal/Mon-Parfum-Cheri-par-Camille-12321.html
Myrrhe Ardente Goutalfor women and men,for women and men,4.13,612,"['amber', 'warm spicy', 'woody', 'beeswax', 'vanilla', 'balsamic', 'aromatic', 'sweet', 'honey']","['Camille Goutal', 'Isabelle Doyen']","Myrrhe ArdentebyGoutalis a Amber fragrance for women and men.Myrrhe Ardentewas launched in 2007. Myrrhe Ardente was created by Isabelle Doyen and Camille Goutal. Top notes are Myrhh, Benzoin and Tonka Bean; middle notes are Myrhh, Guaiac Wood and Vetiver; base note is Beeswax.",https://www.fragrantica.com/perfume/Goutal/Myrrhe-Ardente-1659.html
Neroli Goutalfor women and men,for women and men,4.09,306,"['white floral', 'citrus', 'woody', 'aromatic', 'fresh spicy', 'green', 'fresh', 'soapy']","['Camille Goutal', 'Isabelle Doyen']",NerolibyGoutalis a Floral fragrance for women and men.Neroliwas launched in 2003. Neroli was created by Camille Goutal and Isabelle Doyen.,https://www.fragrantica.com/perfume/Goutal/Neroli-1679.html
Nuit Etoilee Goutalfor women and men,for women and men,4.04,"1,382","['aromatic', 'woody', 'green', 'citrus', 'fresh spicy', 'sweet', 'conifer', 'fresh', 'amber', 'herbal']","['Camille Goutal', 'Isabelle Doyen']","Nuit EtoileebyGoutalis a Woody Aromatic fragrance for women and men.Nuit Etoileewas launched in 2012. Nuit Etoilee was created by Isabelle Doyen and Camille Goutal. Top notes are Mint, Citron and Orange; middle notes are Pine Tree and Fir; base notes are Immortelle, Angelica and Tonka Bean.",https://www.fragrantica.com/perfume/Goutal/Nuit-Etoilee-14722.html
Petite Chérie - Claudie Pierlot Edition Goutalfor women,for women,4.12,33,"['fresh', 'fruity', 'green', 'floral', 'sweet', 'rose', 'vanilla', 'aquatic', 'powdery', 'musky']","['Annick Goutal', 'Isabelle Doyen']","Petite Chérie - Claudie Pierlot EditionbyGoutalis a Floral Fruity fragrance for women.Petite Chérie - Claudie Pierlot Editionwas launched in 2017. Petite Chérie - Claudie Pierlot Edition was created by Annick Goutal and Isabelle Doyen. Top notes are Pear, Grass and Peach; middle notes are Lilac, Rose and Hedione; base notes are Vanilla and White Musk.",https://www.fragrantica.com/perfume/Goutal/Petite-Cherie-Claudie-Pierlot-Edition-44651.html
Quel Amour! Goutalfor women,for women,3.65,741,"['fruity', 'fresh', 'floral', 'fresh spicy', 'rose', 'sweet', 'aromatic', 'sour', 'woody', 'cherry']","['Camille Goutal', 'Isabelle Doyen']","Quel Amour!byGoutalis a Floral fragrance for women.Quel Amour!was launched in 2002. Quel Amour! was created by Isabelle Doyen and Camille Goutal. Top notes are Red Currant, Pomegranate, Peach, Cherry and Blueberry; middle notes are Peony and Geranium; base note is Amber.",https://www.fragrantica.com/perfume/Goutal/Quel-Amour-2536.html
Tubereuse Goutalfor women,for women,4.14,73,"['tuberose', 'white floral', 'animalic', 'green']",[],TubereusebyGoutalis a Floral fragrance for women.Tubereusewas launched in 1984.,https://www.fragrantica.com/perfume/Goutal/Tubereuse-15486.html
Vent de Folie Goutalfor women,for women,3.85,237,"['fruity', 'floral', 'sweet', 'fresh spicy', 'aromatic', 'powdery', 'rose', 'citrus', 'musky', 'woody']","['Camille Goutal', 'Isabelle Doyen']","Vent de FoliebyGoutalis a Floral Woody Musk fragrance for women.Vent de Foliewas launched in 2014. Vent de Folie was created by Camille Goutal and Isabelle Doyen. Top notes are Raspberry, Black Currant and Blood Orange; middle notes are Rose Geranium, Sweet Pea and Hedione; base notes are Powdery Notes, White Musk and Cedar.",https://www.fragrantica.com/perfume/Goutal/Vent-de-Folie-26094.html
Vetiver Goutalfor men,for men,4.32,167,"['woody', 'aromatic', 'salty', 'earthy', 'tobacco', 'warm spicy', 'sweet', 'marine', 'green']","['Annick Goutal', 'Henri Sorsana']","VetiverbyGoutalis a Woody Spicy fragrance for men.Vetiverwas launched in 1985. Vetiver was created by Henri Sorsana and Annick Goutal. Top note is Sea Salt; middle notes are Vetiver and Spices; base notes are Tobacco, Sandalwood and Tonka Bean.",https://www.fragrantica.com/perfume/Goutal/Vetiver-2757.html
Ambre Miellé GRAHAM & POTTfor women and men,for women and men,4.35,34,"['sweet', 'honey', 'amber', 'fruity', 'tobacco', 'floral', 'powdery', 'cinnamon', 'vanilla', 'animalic']",[],"Ambre MiellébyGRAHAM & POTTis a fragrance for women and men.Ambre Mielléwas launched in 2021. Top notes are Honey and Bergamot; middle notes are Plum, Cinnamon, Rose and Iris; base notes are Amber, Tobacco, Vanilla, Raspberry and Patchouli.",https://www.fragrantica.com/perfume/GRAHAM-POTT/Ambre-Mielle-69610.html
Améthyste Sereine GRAHAM & POTTfor women and men,for women and men,3.8,5,"['white floral', 'woody', 'fruity', 'vanilla', 'powdery', 'citrus', 'fresh', 'soft spicy', 'sweet']",[],"Améthyste SereinebyGRAHAM & POTTis a fragrance for women and men.Améthyste Sereinewas launched in 2021. Top notes are Lemon, Black Currant, Bergamot and Peach; middle notes are Lily, Jasmine, Lily-of-the-Valley and Plum; base notes are Vanilla, Sandalwood, Amber and Patchouli.",https://www.fragrantica.com/perfume/GRAHAM-POTT/Amethyste-Sereine-69608.html
Eau Séraphique GRAHAM & POTTfor women and men,for women and men,3.6,10,"['white floral', 'sweet', 'rose', 'floral', 'yellow floral', 'powdery', 'fruity']",[],"Eau SéraphiquebyGRAHAM & POTTis a fragrance for women and men. This is a new fragrance.Eau Séraphiquewas launched in 2023. Top notes are Rose de Mai and Jasmine Sambac; middle notes are Pitosporum, Mimosa and Raspberry; base notes are Sandalwood, Vanilla and Musk.",https://www.fragrantica.com/perfume/GRAHAM-POTT/Eau-Seraphique-88323.html
Guanaco GRAHAM & POTTfor women and men,for women and men,3.6,5,"['powdery', 'vanilla', 'floral', 'violet', 'iris', 'sweet', 'fruity', 'coconut', 'aquatic']",[],"GuanacobyGRAHAM & POTTis a fragrance for women and men.Guanacowas launched in 2021. Top notes are Peach, Lotus and Coconut; middle notes are Orris Root, Violet and Rose; base notes are Vanilla, Musk and Agarwood (Oud).",https://www.fragrantica.com/perfume/GRAHAM-POTT/Guanaco-69305.html
Huacaya GRAHAM & POTTfor women and men,for women and men,4.17,6,"['warm spicy', 'cinnamon', 'powdery', 'fruity', 'woody', 'sweet', 'metallic', 'aquatic', 'vanilla', 'leather']",[],"HuacayabyGRAHAM & POTTis a Floral Woody Musk fragrance for women and men.Huacayawas launched in 2021. Top notes are Saffron, Cinnamon and Dew Drop; middle notes are Raspberry, Woody Notes, Heliotrope and Violet; base notes are Agarwood (Oud), Powdery Notes and Musk.",https://www.fragrantica.com/perfume/GRAHAM-POTT/Huacaya-68433.html
Imperial Amber GRAHAM & POTTfor women and men,for women and men,4.27,11,"['woody', 'amber', 'cinnamon', 'warm spicy', 'citrus', 'powdery', 'oud', 'patchouli', 'rose', 'fresh spicy']",[],"Imperial AmberbyGRAHAM & POTTis a Amber Floral fragrance for women and men.Imperial Amberwas launched in 2021. Top notes are Grapefruit and Bergamot; middle notes are Cinnamon, Rose and Agarwood (Oud); base notes are Amber, Cedar and Patchouli.",https://www.fragrantica.com/perfume/GRAHAM-POTT/Imperial-Amber-66511.html
Jardins Éthérés GRAHAM & POTTfor women and men,for women and men,3.8,10,"['floral', 'fresh', 'fruity', 'rose', 'aquatic', 'citrus', 'musky', 'sweet', 'woody', 'powdery']",[],"Jardins ÉthérésbyGRAHAM & POTTis a fragrance for women and men. This is a new fragrance.Jardins Éthéréswas launched in 2023. Top notes are Dew Drop, Raspberry, Lemon and Fruits; middle notes are Peony, Cherry Blossom and Rose; base notes are Musk and Cedarwood.",https://www.fragrantica.com/perfume/GRAHAM-POTT/Jardins-Etheres-88322.html
Knight of the Realm GRAHAM & POTTfor women and men,for women and men,3.4,5,"['citrus', 'woody', 'aromatic', 'fresh spicy', 'fresh', 'conifer']",[],"Knight of the RealmbyGRAHAM & POTTis a fragrance for women and men. This is a new fragrance.Knight of the Realmwas launched in 2023. Top notes are Lemon, Calabrian bergamot and Mandarin Orange; middle notes are Balsam Fir, Cedarwood and Mate; base notes are Tonka Bean and Vetyver.",https://www.fragrantica.com/perfume/GRAHAM-POTT/Knight-of-the-Realm-88570.html
Majestic Alpaca GRAHAM & POTTfor women and men,for women and men,4.25,8,"['warm spicy', 'cinnamon', 'amber', 'leather', 'powdery', 'animalic', 'earthy', 'aromatic', 'fresh spicy', 'iris']",[],"Majestic AlpacabyGRAHAM & POTTis a Amber Floral fragrance for women and men.Majestic Alpacawas launched in 2021. Top notes are Saffron, Cardamom and Incense; middle notes are Cinnamon, Iris and Nutmeg; base notes are Amber, Leather, Vetiver and Musk.",https://www.fragrantica.com/perfume/GRAHAM-POTT/Majestic-Alpaca-68675.html
Mon Jasmin GRAHAM & POTTfor women and men,for women and men,3.78,9,"['white floral', 'tuberose', 'powdery', 'woody', 'iris', 'animalic']",[],"Mon JasminbyGRAHAM & POTTis a Floral Woody Musk fragrance for women and men.Mon Jasminwas launched in 2021. Top note is Jasmine; middle notes are Tuberose, White Flowers and Iris; base notes are Sandalwood and Musk.",https://www.fragrantica.com/perfume/GRAHAM-POTT/Mon-Jasmin-65644.html
