Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,Description,url
Jade A Wing & A Prayer Perfumesfor women and men,for women and men,N/A,N/A,"['fresh spicy', 'floral', 'aromatic', 'lavender', 'white floral', 'citrus', 'yellow floral', 'sweet', 'green', 'herbal']",['Jane Cate'],JadebyA Wing & A Prayer Perfumesis a Aromatic Green fragrance for women and men.Jadewas launched in 2014. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Jade-36754.html
La Isla del Sol A Wing & A Prayer Perfumesfor women and men,for women and men,2.00,1,"['citrus', 'amber', 'white floral', 'fresh spicy', 'animalic', 'sweet', 'aromatic']",['Jane Cate'],La Isla del SolbyA Wing & A Prayer Perfumesis a Aromatic fragrance for women and men.La Isla del Solwas launched in 2013. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/La-Isla-del-Sol-36755.html
Morning Mist A Wing & A Prayer Perfumesfor women and men,for women and men,N/A,N/A,"['amber', 'floral']",['Jane Cate'],Morning MistbyA Wing & A Prayer Perfumesis a Aromatic fragrance for women and men.Morning Mistwas launched in 2009. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Morning-Mist-36758.html
SkyDancer A Wing & A Prayer Perfumesfor men,for men,3.50,2,"['woody', 'powdery', 'floral', 'musky', 'amber', 'citrus', 'warm spicy', 'soft spicy', 'iris', 'fruity']",['Jane Cate'],"SkyDancerbyA Wing & A Prayer Perfumesis a Aromatic Fougere fragrance for men.SkyDancerwas launched in 2013. The nose behind this fragrance is Jane Cate. Top notes are Saffron, Cashmeran, Virginia Cedar, Pink Pepper and Bergamot; middle notes are Osmanthus, Saffron, Iris and Frangipani; base notes are Amber, Musk and Sandalwood.",https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/SkyDancer-36419.html
Summer A Wing & A Prayer Perfumesfor women and men,for women and men,N/A,N/A,"['citrus', 'green', 'fresh', 'aromatic']",['Jane Cate'],SummerbyA Wing & A Prayer Perfumesis a Aromatic fragrance for women and men.Summerwas launched in 2008. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Summer-37009.html
Summer Varies A Wing & A Prayer Perfumesfor women and men,for women and men,N/A,N/A,"['amber', 'citrus', 'vanilla', 'yellow floral', 'fresh spicy', 'sweet', 'woody', 'fresh', 'balsamic', 'powdery']",['Jane Cate'],Summer VariesbyA Wing & A Prayer Perfumesis a Citrus Aromatic fragrance for women and men.Summer Varieswas launched in 2008. The nose behind this fragrance is Jane Cate. Top note is Citruses; middle note is Ylang-Ylang; base notes are Vanilla and Olibanum.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Summer-Varies-37011.html
Verde Perfume A Wing & A Prayer Perfumesfor women,for women,N/A,N/A,"['citrus', 'green', 'aromatic', 'fresh spicy', 'floral', 'white floral', 'rose', 'yellow floral', 'powdery']",['Jane Cate'],"Verde PerfumebyA Wing & A Prayer Perfumesis a Floral Green fragrance for women.Verde Perfumewas launched in 2014. The nose behind this fragrance is Jane Cate. Top notes are Mint, Bergamot, Lemon and Mimosa; middle notes are Jasmine Sambac, Rose and Yuzu; base note is Galbanum.",https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Verde-Perfume-37010.html
Bellini Perfume Oil A Wing & A Prayer Perfumesfor women and men,for women and men,N/A,N/A,"['white floral', 'floral', 'fresh', 'powdery', 'green', 'musky']",['Jane Cate'],Bellini Perfume OilbyA Wing & A Prayer Perfumesis a Aromatic Fruity fragrance for women and men.Bellini Perfume Oilwas launched in 2015. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Bellini-Perfume-Oil-36133.html
Ginger Spice A Wing & A Prayer Perfumesfor women and men,for women and men,N/A,N/A,"['citrus', 'amber', 'woody', 'warm spicy', 'fresh']",['Jane Cate'],Ginger SpicebyA Wing & A Prayer Perfumesis a Aromatic Spicy fragrance for women and men.Ginger Spicewas launched in 2008. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Ginger-Spice-36134.html
Lemon Ice A Wing & A Prayer Perfumesfor women and men,for women and men,3.00,3,"['citrus', 'aromatic']",['Jane Cate'],Lemon IcebyA Wing & A Prayer Perfumesis a Citrus Gourmand fragrance for women and men.Lemon Icewas launched in 2008. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Lemon-Ice-36146.html
Mojitos A Wing & A Prayer Perfumesfor women and men,for women and men,N/A,N/A,"['green', 'citrus', 'floral', 'fresh spicy', 'aromatic', 'balsamic', 'amber', 'tropical', 'woody', 'lactonic']",['Jane Cate'],MojitosbyA Wing & A Prayer Perfumesis a Aromatic Green fragrance for women and men.Mojitoswas launched in 2013. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Mojitos-36135.html
Orange Spice A Wing & A Prayer Perfumesfor women and men,for women and men,N/A,N/A,"['vanilla', 'citrus', 'warm spicy', 'sweet', 'powdery']",['Jane Cate'],Orange SpicebyA Wing & A Prayer Perfumesis a Citrus Aromatic fragrance for women and men.Orange Spicewas launched in 2008. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Orange-Spice-36119.html
Pink Pamplemousse A Wing & A Prayer Perfumesfor women and men,for women and men,N/A,N/A,"['citrus', 'fresh']",['Jane Cate'],Pink PamplemoussebyA Wing & A Prayer Perfumesis a Citrus Aromatic fragrance for women and men.Pink Pamplemoussewas launched in 2008. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Pink-Pamplemousse-36137.html
Sabra CoCo A Wing & A Prayer Perfumesfor women and men,for women and men,3.50,2,"['citrus', 'cacao', 'sweet', 'warm spicy']",['Jane Cate'],Sabra CoCobyA Wing & A Prayer Perfumesis a Citrus Gourmand fragrance for women and men.Sabra CoCowas launched in 2009. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Sabra-CoCo-36138.html
Tea and Lemon A Wing & A Prayer Perfumesfor women and men,for women and men,4.00,1,"['citrus', 'green', 'fresh', 'aromatic']",['Jane Cate'],Tea and LemonbyA Wing & A Prayer Perfumesis a Citrus Aromatic fragrance for women and men.Tea and Lemonwas launched in 2009. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Tea-and-Lemon-36144.html
Dreams and Visions A Wing & A Prayer Perfumesfor women and men,for women and men,N/A,N/A,"['woody', 'powdery', 'rose', 'patchouli', 'yellow floral', 'warm spicy', 'aromatic', 'green', 'floral', 'fruity']",['Jane Cate'],Dreams and VisionsbyA Wing & A Prayer Perfumesis a Chypre Floral fragrance for women and men.Dreams and Visionswas launched in 2011. The nose behind this fragrance is Jane Cate. Top note is Mimosa; middle notes are Cassis and Rose; base notes are Sandalwood and Patchouli.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Dreams-and-Visions-36325.html
Flowers A Wing & A Prayer Perfumesfor women,for women,5.00,1,"['yellow floral', 'sweet', 'white floral', 'honey', 'green', 'floral', 'powdery']",['Jane Cate'],FlowersbyA Wing & A Prayer Perfumesis a Floral fragrance for women.Flowerswas launched in 2009. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Flowers-36327.html
Honeysuckle Rose A Wing & A Prayer Perfumesfor women,for women,4.50,2,"['citrus', 'white floral', 'honey', 'rose', 'sweet', 'floral']",['Jane Cate'],Honeysuckle RosebyA Wing & A Prayer Perfumesis a Floral fragrance for women.Honeysuckle Rosewas launched in 2010. The nose behind this fragrance is Jane Cate.,https://www.fragrantica.com/perfume/A-Wing-A-Prayer-Perfumes/Honeysuckle-Rose-36328.html
