Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,Description,url
Hams Al Warood Al-Rehabfor women,for women,4.11,19,"['floral', 'white floral', 'green', 'powdery', 'yellow floral', 'sweet', 'honey', 'rose', 'musky', 'fresh spicy']",[],"Hams Al WaroodbyAl-Rehabis a Amber Floral fragrance for women. Top notes are Hyacinth, Lily, Rose and Syringa; middle notes are Indian Mimosa, Jasmine and Leather; base notes are White Honey and Musk.",https://www.fragrantica.com/perfume/Al-Rehab/Hams-Al-Warood-20043.html
Imperial Oud Al-Rehabfor women and men,for women and men,N/A,N/A,"['lavender', 'vanilla', 'woody', 'aromatic', 'leather', 'fresh spicy', 'powdery', 'sweet', 'herbal']",[],Imperial OudbyAl-Rehabis a Woody Aromatic fragrance for women and men.Imperial Oudwas launched in 2022.,https://www.fragrantica.com/perfume/Al-Rehab/Imperial-Oud-90931.html
JASMINA Al-Rehabfor women and men,for women and men,N/A,N/A,"['amber', 'white floral', 'woody', 'floral', 'musky', 'balsamic', 'warm spicy', 'patchouli', 'tuberose', 'animalic']",[],"JASMINAbyAl-Rehabis a Floral fragrance for women and men. This is a new fragrance.JASMINAwas launched in 2023. Top notes are Pear Blossom, Pink Pepper, Ylang-Ylang and Bergamot; middle notes are Jasmine Sambac, African Orange Flower, Tuberose, Ylang-Ylang and Heliotrope; base notes are Labdanum, Benzoin, Amber, Singapore Patchouli, Amber Xtreme, White Musk and Bourbon Vanilla.",https://www.fragrantica.com/perfume/Al-Rehab/JASMINA-79206.html
JASMINA NIGHT Al-Rehabfor women and men,for women and men,N/A,N/A,"['white floral', 'woody', 'musky', 'amber', 'tuberose', 'rose', 'balsamic', 'smoky', 'powdery', 'animalic']",[],"JASMINA NIGHTbyAl-Rehabis a Floral fragrance for women and men. This is a new fragrance.JASMINA NIGHTwas launched in 2023. Top notes are Solar Notes and Rose; middle notes are African Orange Flower, Jasmine Sambac and Tuberose; base notes are Incense, Ambrox Super, Musk, Cashmere Wood and Cedar.",https://www.fragrantica.com/perfume/Al-Rehab/JASMINA-NIGHT-79207.html
Kinzy Men Al-Rehabfor men,for men,4,2,[],[],Kinzy MenbyAl-Rehabis a fragrance for men.Kinzy Menwas launched in 2017.,https://www.fragrantica.com/perfume/Al-Rehab/Kinzy-Men-48281.html
Kinzy Women Al-Rehabfor women,for women,N/A,N/A,[],[],Kinzy WomenbyAl-Rehabis a fragrance for women.Kinzy Womenwas launched in 2017.,https://www.fragrantica.com/perfume/Al-Rehab/Kinzy-Women-48280.html
L'elegance Oud Al-Rehabfor men,for men,N/A,N/A,"['woody', 'warm spicy', 'earthy', 'citrus', 'aquatic', 'white floral', 'amber', 'lavender', 'mossy', 'patchouli']",[],"L'elegance OudbyAl-Rehabis a Aromatic Fougere fragrance for men. This is a new fragrance.L'elegance Oudwas launched in 2024. Top notes are Pink Pepper, Bergamot and Ginger; middle notes are Lavender, Jasmine and Watery Notes; base notes are Patchouli, Amber, Moss and Oak.",https://www.fragrantica.com/perfume/Al-Rehab/L-elegance-Oud-92483.html
Lailat Elomer Al-Rehabfor women,for women,4.27,22,"['amber', 'rose', 'oud', 'balsamic', 'smoky', 'warm spicy', 'floral']",[],Lailat ElomerbyAl-Rehabis a Amber Floral fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Lailat-Elomer-1175.html
Lamis Al-Rehabfor women,for women,4.25,4,[],[],LamisbyAl-Rehabis a Woody Floral Musk fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Lamis-1154.html
Lansy Al-Rehabfor women,for women,4,3,[],[],LansybyAl-Rehabis a Floral Woody Musk fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Lansy-1157.html
LATREVO Al-Rehabfor women,for women,N/A,N/A,"['white floral', 'sweet', 'fruity', 'woody', 'citrus', 'powdery', 'rose', 'musky', 'vanilla', 'patchouli']",[],"LATREVObyAl-Rehabis a Amber Floral fragrance for women. This is a new fragrance.LATREVOwas launched in 2023. Top notes are Blueberry, Raspberry, Rose and Bergamot; middle notes are Jasmine, White Flowers, Sweet Notes and Orange Blossom; base notes are Patchouli, Vanilla, Musk and Sandalwood.",https://www.fragrantica.com/perfume/Al-Rehab/LATREVO-82914.html
London Girl Al-Rehabfor women,for women,5,1,"['cherry', 'vanilla', 'sweet', 'powdery', 'violet', 'fruity', 'white floral', 'floral', 'fresh', 'nutty']",[],London GirlbyAl-Rehabis a Floral Fruity fragrance for women.London Girlwas launched in 2022. Top notes are Cherry and Red Fruits; middle notes are Violet and Jasmine; base notes are Vanilla and Patchouli.,https://www.fragrantica.com/perfume/Al-Rehab/London-Girl-90928.html
Love Apple Al-Rehabfor women,for women,4.09,317,"['fruity', 'vanilla', 'cinnamon', 'fresh', 'warm spicy', 'green', 'powdery', 'musky', 'sweet']",[],Love ApplebyAl-Rehabis a Floral Fruity fragrance for women. Top note is Green Apple; middle notes are Vanilla and Cinnamon; base note is Musk.,https://www.fragrantica.com/perfume/Al-Rehab/Love-Apple-57161.html
Lubna Al-Rehabfor women and men,for women and men,4.06,49,"['floral', 'white floral', 'amber', 'citrus', 'green', 'oud', 'animalic', 'woody', 'fresh']",[],"LubnabyAl-Rehabis a Amber fragrance for women and men.Lubnawas launched in 2015. Top notes are Floral Notes and Citruses; middle notes are White Flowers and Agarwood (Oud); base notes are Amber, Herbal Notes and Cedar.",https://www.fragrantica.com/perfume/Al-Rehab/Lubna-58747.html
Luzane Al-Rehabfor women,for women,3.64,148,"['citrus', 'aquatic', 'rose', 'fresh spicy', 'fresh', 'aromatic', 'herbal', 'floral']",[],LuzanebyAl-Rehabis a Floral Green fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Luzane-22732.html
Manarah Al-Rehabfor women,for women,4.5,2,[],[],ManarahbyAl-Rehabis a Amber Floral fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Manarah-1161.html
Maram Al-Rehabfor women,for women,4.18,11,"['warm spicy', 'white floral', 'woody', 'honey', 'aromatic', 'tuberose', 'mossy', 'sweet', 'powdery', 'animalic']",[],"MarambyAl-Rehabis a Amber Floral fragrance for women. Top notes are Cardamom and Tangerine; middle notes are Tuberose, White Lily and Jasmine; base notes are Sandalwood, Honey and Oakmoss.",https://www.fragrantica.com/perfume/Al-Rehab/Maram-20033.html
Maysoon Al-Rehabfor women,for women,3,4,[],[],MaysoonbyAl-Rehabis a Floral Woody Musk fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Maysoon-1173.html
Mempasa Al-Rehabfor women and men,for women and men,3.67,3,"['almond', 'nutty', 'fruity', 'sweet']",[],MempasabyAl-Rehabis a Amber fragrance for women and men.Mempasawas launched in 2016.,https://www.fragrantica.com/perfume/Al-Rehab/Mempasa-58743.html
Midnight Al-Rehabfor women and men,for women and men,4.02,90,"['sweet', 'citrus', 'fruity', 'caramel', 'musky']",[],"MidnightbyAl-Rehabis a Amber fragrance for women and men.Midnightwas launched in 2019. Top notes are Tangerine and Lemon; middle notes are Raspberry and Musk; base notes are Sugar, Caramel and Lotus.",https://www.fragrantica.com/perfume/Al-Rehab/Midnight-58744.html
Midnight Desire Al-Rehabfor women,for women,N/A,N/A,"['woody', 'aromatic', 'citrus', 'white floral', 'rose', 'fresh', 'fresh spicy', 'aldehydic', 'powdery', 'amber']",[],"Midnight DesirebyAl-Rehabis a Floral Woody Musk fragrance for women. This is a new fragrance.Midnight Desirewas launched in 2024. Top notes are Eucalyptus, Orange Oil, Aldehydes, Lemon and Pine; middle notes are Lily of the Valley, Geranium, Jasmine and Rose; base notes are Amber, Musk and Australian Sandalwood.",https://www.fragrantica.com/perfume/Al-Rehab/Midnight-Desire-92484.html
Mira Al-Rehabfor women,for women,3.59,64,"['citrus', 'floral', 'woody', 'white floral', 'fruity', 'fresh', 'vanilla', 'sweet', 'amber', 'powdery']",[],"MirabyAl-Rehabis a Citrus fragrance for women.Mirawas launched in 2017. Top notes are Peony and Peach Blossom; middle notes are Mandarin Orange, Orange Blossom and Chinese Osmanthus; base notes are Cedar, Vanilla and Amber.",https://www.fragrantica.com/perfume/Al-Rehab/Mira-58745.html
Mokhalat Adany Al-Rehabfor women and men,for women and men,5,2,[],[],Mokhalat AdanybyAl-Rehabis a fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Mokhalat-Adany-20050.html
Mokhalat Hawa Al-Rehabfor women and men,for women and men,N/A,N/A,"['warm spicy', 'floral', 'amber', 'rose']",[],Mokhalat HawabyAl-Rehabis a Amber Floral fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Mokhalat-Hawa-20038.html
Mubakhar Al-Rehabfor women,for women,4.21,14,"['rose', 'amber', 'powdery', 'floral', 'oud', 'musky', 'warm spicy', 'smoky', 'woody', 'balsamic']",[],MubakharbyAl-Rehabis a Floral Woody Musk fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Mubakhar-1160.html
Musk Al Aroosah Al-Rehabfor women,for women,4.19,69,"['powdery', 'vanilla', 'musky']",[],Musk Al AroosahbyAl-Rehabis a fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Musk-Al-Aroosah-20029.html
Musk Al Sheikh Al-Rehabfor women and men,for women and men,4.09,11,"['powdery', 'floral', 'musky']",[],Musk Al SheikhbyAl-Rehabis a fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Musk-Al-Sheikh-20049.html
Musk Makkah Al-Rehabfor women and men,for women and men,3.73,11,"['woody', 'oud', 'musky', 'amber', 'powdery']",[],Musk MakkahbyAl-Rehabis a fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Musk-Makkah-85370.html
Nadine Al-Rehabfor women,for women,3.89,114,"['rose', 'powdery', 'citrus', 'woody', 'amber', 'oud', 'fresh']",[],NadinebyAl-Rehabis a Amber Floral fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Nadine-28603.html
Nafees Al-Rehabfor women,for women,4.33,6,"['warm spicy', 'musky', 'woody', 'metallic', 'powdery', 'leather']",[],NafeesbyAl-Rehabis a Amber Woody fragrance for women. Top note is Saffron; middle notes are Woody Notes and Spicy Notes; base note is Musk.,https://www.fragrantica.com/perfume/Al-Rehab/Nafees-1177.html
Narjis Al-Rehabfor women,for women,3.88,48,"['floral', 'fruity', 'sweet', 'musky', 'fresh', 'caramel']",[],"NarjisbyAl-Rehabis a Floral Fruity fragrance for women.Narjiswas launched in 2020. Top notes are Lilac and White Musk; middle notes are Fruity Notes and Floral Notes; base notes are Musk, Caramel and Woodsy Notes.",https://www.fragrantica.com/perfume/Al-Rehab/Narjis-64559.html
Naseem Al-Rehabfor men,for men,4.06,18,[],[],NaseembyAl-Rehabis a Amber Woody fragrance for men.,https://www.fragrantica.com/perfume/Al-Rehab/Naseem-1167.html
Natsumi Pour Femme Al-Rehabfor women,for women,5,1,"['white floral', 'musky', 'rose', 'tuberose', 'animalic', 'floral']",[],"Natsumi Pour FemmebyAl-Rehabis a Floral fragrance for women. This is a new fragrance.Natsumi Pour Femmewas launched in 2023. Top notes are White Rose and Pear; middle notes are Jasmine, Tuberose and Orange Blossom; base notes are Musk and Sandalwood.",https://www.fragrantica.com/perfume/Al-Rehab/Natsumi-Pour-Femme-90938.html
Noria Al-Rehabfor women and men,for women and men,3.53,43,"['almond', 'powdery', 'white floral', 'rose', 'oud', 'nutty', 'amber', 'woody', 'coconut', 'sweet']",[],NoriabyAl-Rehabis a Amber Vanilla fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Noria-44697.html
Ocean Breeze Al-Rehabfor women and men,for women and men,N/A,N/A,"['citrus', 'amber', 'aromatic', 'warm spicy', 'fresh spicy', 'fresh']",[],Ocean BreezebyAl-Rehabis a Aromatic fragrance for women and men.Ocean Breezewas launched in 2022. Top notes are Lemon and Pink Pepper; middle notes are Olibanum and Lavender; base notes are Tonka and Vanilla.,https://www.fragrantica.com/perfume/Al-Rehab/Ocean-Breeze-90929.html
Of Course Al-Rehabfor men,for men,3.62,63,"['aromatic', 'green', 'rose', 'amber', 'aquatic', 'musky', 'fresh spicy', 'citrus', 'powdery', 'white floral']",[],"Of CoursebyAl-Rehabis a Floral Woody Musk fragrance for men. Top notes are Mint, Water Notes and Bergamot; middle notes are Rose, Vetiver and Lily; base notes are Amber and Musk.",https://www.fragrantica.com/perfume/Al-Rehab/Of-Course-44554.html
Oriano Al-Rehabfor women,for women,5,1,"['floral', 'anis', 'musky', 'soft spicy', 'citrus', 'powdery', 'woody', 'sweet', 'violet']",[],OrianobyAl-Rehabis a Floral Woody Musk fragrance for women. This is a new fragrance.Orianowas launched in 2023. Top notes are Anise and Lemon; middle notes are Freesia and Violet; base notes are Musk and Cedar.,https://www.fragrantica.com/perfume/Al-Rehab/Oriano-90937.html
Oud Al Rehab Al-Rehabfor women and men,for women and men,4.25,24,"['oud', 'musky', 'powdery', 'warm spicy']",[],Oud Al RehabbyAl-Rehabis a Amber fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Oud-Al-Rehab-20051.html
Oud Fakhir Al-Rehabfor women and men,for women and men,4.5,8,"['oud', 'fresh spicy']",[],Oud FakhirbyAl-Rehabis a Amber Woody fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Oud-Fakhir-20054.html
Overdose Al-Rehabfor women and men,for women and men,5,3,"['sweet', 'vanilla', 'amber', 'warm spicy', 'fresh spicy', 'lactonic']",[],"OverdosebyAl-Rehabis a Amber Vanilla fragrance for women and men. This is a new fragrance.Overdosewas launched in 2024. Top notes are Cinnamon, Nutmeg and Bergamot; middle notes are Praline, Tuberose and Dates; base notes are Tonka Bean, Vanilla and Benzoin.",https://www.fragrantica.com/perfume/Al-Rehab/Overdose-90934.html
Pearls Attar Al-Rehabfor women,for women,4.27,33,"['woody', 'vanilla', 'powdery', 'white floral', 'caramel', 'musky', 'sweet', 'rose', 'balsamic', 'amber']",[],Pearls AttarbyAl-Rehabis a Amber Vanilla fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Pearls-Attar-11615.html
Pink Breeze Al-Rehabfor women,for women,3.31,26,"['floral', 'sweet', 'fruity', 'tuberose', 'musky', 'white floral', 'vanilla', 'powdery']",[],"Pink BreezebyAl-Rehabis a Floral Fruity fragrance for women.Pink Breezewas launched in 2021. Top notes are Floral Notes and Sweet Notes; middle notes are Magnolia, Tuberose, Raspberry, Freesia, Coconut, Strawberry, Cherry and Custard; base notes are Musk, Vanilla and Honey.",https://www.fragrantica.com/perfume/Al-Rehab/Pink-Breeze-66519.html
Pretty Pink Al-Rehabfor women,for women,N/A,N/A,"['floral', 'fresh', 'fruity', 'vanilla', 'sweet', 'rose', 'amber', 'white floral', 'aromatic']",[],Pretty PinkbyAl-Rehabis a Floral fragrance for women.Pretty Pinkwas launched in 2022. Top notes are Peony and Peach; middle notes are Jasmine and White Musk; base notes are Tonka Bean and Sandalwood.,https://www.fragrantica.com/perfume/Al-Rehab/Pretty-Pink-90933.html
Prince Of Desert Al-Rehabfor men,for men,4.04,77,[],[],Prince Of DesertbyAl-Rehabis a Amber fragrance for men.Prince Of Desertwas launched in 2014.,https://www.fragrantica.com/perfume/Al-Rehab/Prince-Of-Desert-26801.html
Queen of the Night Al-Rehabfor women,for women,5,1,"['woody', 'white floral', 'vanilla', 'citrus', 'lavender', 'warm spicy', 'powdery', 'aromatic', 'fresh spicy', 'chocolate']",[],Queen of the NightbyAl-Rehabis a Amber Floral fragrance for women. This is a new fragrance.Queen of the Nightwas launched in 2024. Top notes are Bergamot and Lavender; middle notes are White Flowers and Chocolate; base notes are Sandalwood and Vanilla.,https://www.fragrantica.com/perfume/Al-Rehab/Queen-of-the-Night-92486.html
Rabea Elomer Al-Rehabfor women and men,for women and men,3.58,12,"['floral', 'powdery', 'yellow floral', 'violet', 'citrus', 'musky', 'woody', 'sweet']",[],Rabea ElomerbyAl-Rehabis a Amber Floral fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Rabea-Elomer-20083.html
Rahaf Al-Rehabfor women and men,for women and men,4,1,"['floral', 'musky', 'powdery', 'woody', 'warm spicy']",[],RahafbyAl-Rehabis a Floral Woody Musk fragrance for women and men. This is a new fragrance.Rahafwas launched in 2023.,https://www.fragrantica.com/perfume/Al-Rehab/Rahaf-90936.html
Rawan Al-Rehabfor women and men,for women and men,3.82,129,"['powdery', 'vanilla', 'sweet', 'almond', 'fruity', 'fresh', 'citrus', 'musky', 'floral', 'amber']",[],"RawanbyAl-Rehabis a Floral Woody Musk fragrance for women and men.Rawanwas launched in 2014. Top notes are Citruses, Passionfruit, Jasmine and Orchid; middle notes are Almond, White Musk and Sandalwood; base notes are Vanilla, Amber and Violet.",https://www.fragrantica.com/perfume/Al-Rehab/Rawan-41735.html
Rehab Al-Rehabfor women,for women,4.14,7,"['amber', 'oud', 'rose', 'white floral', 'warm spicy', 'floral', 'metallic', 'leather', 'tobacco', 'animalic']",[],RehabbyAl-Rehabis a Amber Woody fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Rehab-1169.html
Rihanat Al-Rehabfor women and men,for women and men,3.35,40,"['citrus', 'sweet', 'fruity', 'tropical', 'patchouli', 'fresh']",[],RihanatbyAl-Rehabis a Floral Fruity fragrance for women and men. Top notes are Orange and Mandarin Orange; middle note is Pineapple; base note is Patchouli.,https://www.fragrantica.com/perfume/Al-Rehab/Rihanat-35793.html
Rio Al-Rehabfor women and men,for women and men,3.5,4,"['white floral', 'woody', 'fresh', 'citrus', 'tobacco', 'amber', 'aromatic', 'powdery', 'green', 'earthy']",[],RiobyAl-Rehabis a Aromatic fragrance for women and men.Riowas launched in 2015.,https://www.fragrantica.com/perfume/Al-Rehab/Rio-90925.html
Royal Men Al-Rehabfor men,for men,4,1,"['aromatic', 'woody', 'warm spicy', 'earthy', 'green', 'yellow floral']",[],Royal MenbyAl-Rehabis a Woody Aromatic fragrance for men.Royal Menwas launched in 2022. Top notes are Cardamom and Lavender; middle notes are Vetiver and French Narcissus; base notes are Cedar and Vanilla.,https://www.fragrantica.com/perfume/Al-Rehab/Royal-Men-90930.html
Saat Safa Al-Rehabfor women and men,for women and men,3.91,400,"['oud', 'mossy', 'rose', 'earthy', 'warm spicy', 'woody', 'amber', 'patchouli', 'musky', 'white floral']",[],Saat SafabyAl-Rehabis a Amber Woody fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Saat-Safa-1156.html
Sabaya Al-Rehabfor women,for women,4.04,410,"['rose', 'citrus', 'green', 'fresh', 'floral']",[],SabayabyAl-Rehabis a Floral fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Sabaya-36622.html
Sagaya Al-Rehabfor women and men,for women and men,4.4,5,[],[],SagayabyAl-Rehabis a fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Sagaya-20048.html
Sagaya Allail Al-Rehabfor women and men,for women and men,4,1,"['floral', 'warm spicy', 'woody', 'amber', 'musky']",[],Sagaya AllailbyAl-Rehabis a Amber fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Sagaya-Allail-20039.html
Sandal Al-Rehabfor women and men,for women and men,3.82,22,"['woody', 'powdery', 'warm spicy']",[],SandalbyAl-Rehabis a Amber Woody fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Sandal-20163.html
Saraya Al-Rehabfor women and men,for women and men,5,1,"['amber', 'floral', 'warm spicy', 'metallic', 'musky', 'leather', 'animalic', 'powdery']",[],SarayabyAl-Rehabis a Amber Floral fragrance for women and men.Sarayawas launched in 2018.,https://www.fragrantica.com/perfume/Al-Rehab/Saraya-90926.html
Scent of Desire Al-Rehabfor women,for women,4,1,"['white floral', 'citrus', 'powdery', 'woody', 'sweet', 'floral']",[],"Scent of DesirebyAl-Rehabis a Amber Floral fragrance for women. This is a new fragrance.Scent of Desirewas launched in 2024. Top notes are Bergamot, Orange Oil, Verbena and Peach; middle notes are Orange Blossom, Jasmine, Mimosa, Lily of the Valley and Lavender; base notes are Cedarwood, Sandalwood, Vanilla, Amber, Musk, Tonka Bean, Haitian Vetiver and Indonesian Patchouli Leaf.",https://www.fragrantica.com/perfume/Al-Rehab/Scent-of-Desire-92487.html
Shaikhah Al-Rehabfor women and men,for women and men,3.84,251,"['warm spicy', 'amber', 'oud', 'rose', 'floral', 'balsamic', 'musky', 'aromatic', 'animalic', 'metallic']",[],ShaikhahbyAl-Rehabis a Amber Floral fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Shaikhah-20037.html
Shajarat Al Oud Al-Rehabfor women and men,for women and men,4.5,8,"['oud', 'fresh spicy']",[],Shajarat Al OudbyAl-Rehabis a Amber fragrance for women and men.Shajarat Al Oudwas launched in 2014.,https://www.fragrantica.com/perfume/Al-Rehab/Shajarat-Al-Oud-26799.html
Shams Al Rehab Al-Rehabfor women and men,for women and men,4.2,5,"['warm spicy', 'woody', 'amber', 'floral', 'musky']",[],Shams Al RehabbyAl-Rehabis a Amber fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Shams-Al-Rehab-20044.html
Shumoukh Al-Rehabfor women and men,for women and men,4.17,6,[],[],ShumoukhbyAl-Rehabis a fragrance for women and men.Shumoukhwas launched in 2014.,https://www.fragrantica.com/perfume/Al-Rehab/Shumoukh-26794.html
Silver Star Al-Rehabfor women and men,for women and men,3.67,3,[],[],Silver StarbyAl-Rehabis a fragrance for women and men.Silver Starwas launched in 2014.,https://www.fragrantica.com/perfume/Al-Rehab/Silver-Star-26797.html
Sofana Al-Rehabfor women,for women,5,2,[],[],SofanabyAl-Rehabis a fragrance for women.Sofanawas launched in 2014.,https://www.fragrantica.com/perfume/Al-Rehab/Sofana-26798.html
Sondos Al-Rehabfor women and men,for women and men,3.78,60,"['oud', 'white floral', 'woody', 'fresh spicy', 'citrus', 'powdery', 'warm spicy']",[],SondosbyAl-Rehabis a Amber fragrance for women and men.Sondoswas launched in 2011. Top note is Lemongrass; middle note is Jasmine; base notes are Indian Oud and Sandalowood.,https://www.fragrantica.com/perfume/Al-Rehab/Sondos-58748.html
Sulatan Al-Rehabfor women and men,for women and men,4.67,6,[],[],SulatanbyAl-Rehabis a fragrance for women and men.Sulatanwas launched in 2017.,https://www.fragrantica.com/perfume/Al-Rehab/Sulatan-48282.html
Sultana Al-Rehabfor women,for women,4.03,61,"['warm spicy', 'amber', 'rose', 'woody', 'oud', 'powdery', 'balsamic', 'patchouli', 'white floral', 'smoky']",[],SultanabyAl-Rehabis a Amber Floral fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Sultana-1155.html
Sweet Oud Al-Rehabfor women and men,for women and men,4.56,9,"['oud', 'fresh spicy']",[],Sweet OudbyAl-Rehabis a Amber fragrance for women and men.Sweet Oudwas launched in 2014.,https://www.fragrantica.com/perfume/Al-Rehab/Sweet-Oud-26795.html
Tahani Al-Rehabfor women,for women,4.75,4,[],[],TahanibyAl-Rehabis a Amber Floral fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Tahani-1174.html
Taif Al-Rehabfor women,for women,4.55,66,['rose'],[],TaifbyAl-Rehabis a Amber Floral fragrance for women.,https://www.fragrantica.com/perfume/Al-Rehab/Taif-1164.html
Taj Al Rehab Al-Rehabfor women and men,for women and men,N/A,N/A,"['floral', 'warm spicy', 'woody', 'amber', 'musky']",[],Taj Al RehabbyAl-Rehabis a Amber fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Rehab/Taj-Al-Rehab-20045.html
Tajal Aroosah Al-Rehabfor women,for women,4,27,"['ozonic', 'fruity', 'aquatic', 'powdery', 'floral', 'sweet', 'vanilla', 'rose', 'woody', 'green']",[],"Tajal AroosahbyAl-Rehabis a Amber Floral fragrance for women. Top notes are Melon, Watermelon, Green Notes, Night blooming Cereus and Bergamot; middle notes are Raspberry, Freesia, Rose and Milk; base notes are Vanilla, Iris, Sandalwood, Amber and Musk.",https://www.fragrantica.com/perfume/Al-Rehab/Tajal-Aroosah-20075.html
Tender Al-Rehabfor men,for men,N/A,N/A,[],[],TenderbyAl-Rehabis a fragrance for men.Tenderwas launched in 2017.,https://www.fragrantica.com/perfume/Al-Rehab/Tender-48279.html
The love in my Heart Al-Rehabfor women,for women,3.33,3,"['fruity', 'vanilla', 'white floral', 'sweet', 'amber', 'citrus', 'warm spicy', 'patchouli', 'aquatic', 'balsamic']",[],"The love in my HeartbyAl-Rehabis a Amber Vanilla fragrance for women. This is a new fragrance.The love in my Heartwas launched in 2023. Top notes are Pear, Mandarin Orange and Peach; middle notes are Jasmine and Lily; base notes are Vanilla, Benzoin and Patchouli.",https://www.fragrantica.com/perfume/Al-Rehab/The-love-in-my-Heart-82915.html
Tresor In Heart Al-Rehabfor women,for women,4.25,4,"['sweet', 'fruity', 'musky', 'white floral', 'floral', 'powdery', 'fresh', 'vanilla', 'citrus', 'soft spicy']",[],"Tresor In HeartbyAl-Rehabis a fragrance for women. This is a new fragrance.Tresor In Heartwas launched in 2023. Top notes are Quince, Pink Pepper and Grapefruit; middle notes are Jasmine and Rose; base notes are Musk, Vanilla, Amber and Patchouli.",https://www.fragrantica.com/perfume/Al-Rehab/Tresor-In-Heart-82912.html
Trust Me Al-Rehabfor men,for men,N/A,N/A,"['amber', 'musky', 'powdery', 'woody', 'iris']",[],"Trust MebyAl-Rehabis a Amber Fougere fragrance for men. This is a new fragrance.Trust Mewas launched in 2024. Top notes are Violet Leaf, Green Leaves, Grapefruit and Lemon; middle notes are Orris, Apple and Watery Notes; base notes are Musk, Cedarwood, Ambroxan and Crystal Amber.",https://www.fragrantica.com/perfume/Al-Rehab/Trust-Me-92489.html
Tulip Al-Rehabfor women and men,for women and men,3.52,46,"['floral', 'green', 'citrus', 'fresh', 'woody', 'soft spicy', 'aromatic', 'ozonic']",[],"TulipbyAl-Rehabis a Amber Floral fragrance for women and men.Tulipwas launched in 2016. Top notes are Ivy, Bergamot and Freesia; middle notes are Tulip, Jasmine and Violet; base notes are Vetiver, White Musk, White Woods and Amber.",https://www.fragrantica.com/perfume/Al-Rehab/Tulip-58750.html
VALOR BLUE Al-Rehabfor men,for men,5,1,"['white floral', 'aromatic', 'powdery', 'fresh spicy', 'musky', 'woody', 'amber', 'warm spicy', 'lavender', 'sweet']",[],"VALOR BLUEbyAl-Rehabis a Floral Woody Musk fragrance for men. This is a new fragrance.VALOR BLUEwas launched in 2024. Top notes are Pineapple and Bergamot; middle notes are Rose Geranium, Jasmine, Lavender and Lily of the Valley; base notes are Sandalwood, Musk, Amber and Tonka Bean.",https://www.fragrantica.com/perfume/Al-Rehab/VALOR-BLUE-92490.html
VALOR OUD Al-Rehabfor men,for men,N/A,N/A,"['warm spicy', 'earthy', 'woody', 'patchouli', 'lavender', 'amber', 'mossy', 'oud', 'fruity', 'fresh spicy']",[],"VALOR OUDbyAl-Rehabis a Woody Spicy fragrance for men. This is a new fragrance.VALOR OUDwas launched in 2024. Top notes are Saffron, Apple and Turmeric; middle notes are Oud and Lavender; base notes are Patchouli, Labdanum and Oakmoss.",https://www.fragrantica.com/perfume/Al-Rehab/VALOR-OUD-92491.html
White Horse Al-Rehabfor women and men,for women and men,3.93,67,"['citrus', 'vanilla', 'green', 'musky', 'powdery', 'fresh', 'sweet']",[],"White HorsebyAl-Rehabis a Citrus Aromatic fragrance for women and men.White Horsewas launched in 2017. Top notes are Citruses, Mandarin Orange and Orange; middle notes are Herbal Notes, Grass and Bergamot; base notes are Vanilla and Musk.",https://www.fragrantica.com/perfume/Al-Rehab/White-Horse-58746.html
