Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,Description,url
Miracle Al Haramain Perfumesfor women and men,for women and men,3.5,10,"['aromatic', 'warm spicy', 'patchouli', 'leather', 'green', 'soft spicy', 'earthy', 'woody', 'balsamic', 'anis']",[],"MiraclebyAl Haramain Perfumesis a Leather fragrance for women and men.Miraclewas launched in 2021. Top notes are Spices, Tarragon, Pink Pepper and Thyme; middle notes are Galbanum and Costus; base notes are Leather and Patchouli.",https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Miracle-70376.html
Monday Al Haramain Perfumesfor women and men,for women and men,4.35,17,"['fruity', 'fresh spicy', 'warm spicy', 'aromatic', 'sweet', 'powdery', 'green', 'tropical', 'citrus', 'woody']",[],MondaybyAl Haramain Perfumesis a Amber fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Monday-19841.html
Mukhamria Maliki Al Haramain Perfumesfor men,for men,3.92,38,"['warm spicy', 'woody', 'oud', 'powdery', 'white floral', 'amber', 'earthy', 'violet', 'metallic', 'patchouli']",[],"Mukhamria MalikibyAl Haramain Perfumesis a Amber Woody fragrance for men. Top notes are Saffron, Musk and Jasmine; middle notes are Vetiver, Patchouli, Rose and Vanilla; base notes are Agarwood (Oud), Amber, Lily, Sandalwood and Violet.",https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Mukhamria-Maliki-3904.html
Pearl Al Haramain Perfumesfor women,for women,3.92,26,"['sweet', 'vanilla', 'floral', 'fruity', 'powdery', 'lactonic']",[],PearlbyAl Haramain Perfumesis a Floral Fruity fragrance for women.,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Pearl-19938.html
Prince Al Haramain Perfumesfor women,for women,3.83,6,"['green', 'warm spicy', 'floral', 'white floral', 'sweet', 'citrus', 'fruity']",[],PrincebyAl Haramain Perfumesis a Aromatic Green fragrance for women.Princewas launched in 2018. Top notes are Green Notes and Orange Blossom; middle notes are Floral Notes and Fruits; base note is Spicy Notes.,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Prince-61376.html
Priority Al Haramain Perfumesfor women and men,for women and men,3.67,3,[],[],PrioritybyAl Haramain Perfumesis a fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Priority-53270.html
Prism Classic Al Haramain Perfumesfor women,for women,4,4,"['vanilla', 'white floral', 'woody', 'fruity', 'powdery', 'sweet', 'citrus', 'tuberose', 'amber', 'patchouli']",[],"Prism ClassicbyAl Haramain Perfumesis a Amber Floral fragrance for women. Top notes are Bergamot, Peach and Mirabelle; middle notes are Violet Leaves, Jasmine and Tuberose; base notes are Vanilla, Patchouli, Sandalwood and Ambroxan.",https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Prism-Classic-53257.html
Qalbi Arabic Al Haramain Perfumesfor women and men,for women and men,3.57,28,"['oud', 'woody', 'warm spicy', 'fresh spicy']",[],Qalbi ArabicbyAl Haramain Perfumesis a Amber fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Qalbi-Arabic-19819.html
Qamar Al Haramain Perfumesfor women and men,for women and men,3.98,81,"['warm spicy', 'woody', 'citrus', 'powdery', 'floral', 'musky', 'fresh', 'metallic']",[],QamarbyAl Haramain Perfumesis a Amber Floral fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Qamar-19820.html
Safari Al Haramain Perfumesfor women and men,for women and men,3.69,26,"['citrus', 'green', 'aromatic', 'fresh spicy', 'white floral', 'sweet', 'mossy', 'soft spicy']",[],"SafaribyAl Haramain Perfumesis a Amber Fougere fragrance for women and men. Top notes are Lime, Orange Blossom, Herbal Notes and Melon; middle notes are Basil and Clary Sage; base notes are Tangerine, Oakmoss and Musk.",https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Safari-19954.html
Safeena Al Arab Al Haramain Perfumesfor women and men,for women and men,4.28,53,"['warm spicy', 'rose', 'oud', 'amber', 'powdery', 'musky', 'woody', 'balsamic', 'metallic', 'sweet']",[],Safeena Al ArabbyAl Haramain Perfumesis a Amber fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Safeena-Al-Arab-19823.html
Safwa Al Haramain Perfumesfor women and men,for women and men,4.48,46,"['warm spicy', 'aromatic', 'amber', 'fresh spicy', 'woody', 'musky', 'powdery', 'green', 'cinnamon', 'patchouli']",[],"SafwabyAl Haramain Perfumesis a Amber fragrance for women and men. Top notes are Cloves, Cinnamon, Camphor, Geranium, Basil, Coriander, Cardamom and Artemisia; middle notes are Cloves, Juniper, Mint, Cedar and Freesia; base notes are Amber, Patchouli, Black Musk, Vanilla, Labdanum and Vetiver.",https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Safwa-26544.html
Salma Al Haramain Perfumesfor women and men,for women and men,3.37,76,"['white floral', 'tuberose', 'musky', 'amber', 'animalic', 'citrus', 'powdery', 'rose']",[],SalmabyAl Haramain Perfumesis a Amber Floral fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Salma-19944.html
Sama Al Haramain Perfumesfor women and men,for women and men,3.91,11,"['powdery', 'rose', 'woody', 'iris', 'white floral', 'violet', 'musky', 'fresh spicy', 'aromatic', 'floral']",[],"SamabyAl Haramain Perfumesis a Floral Woody Musk fragrance for women and men.Samawas launched in 2021. Top notes are Rose and Geranium; middle notes are Lily-of-the-Valley, Violet and Orris; base notes are Sandalwood and Musk.",https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Sama-70377.html
Saturday Al Haramain Perfumesfor women and men,for women and men,3.57,21,"['fruity', 'sweet', 'amber', 'floral', 'yellow floral', 'warm spicy', 'woody', 'patchouli', 'metallic']",[],SaturdaybyAl Haramain Perfumesis a Amber fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Saturday-19843.html
Sedra Al Haramain Perfumesfor women and men,for women and men,4,13,"['powdery', 'warm spicy', 'woody', 'rose', 'musky', 'amber', 'citrus', 'fruity', 'sweet', 'metallic']",[],SedrabyAl Haramain Perfumesis a Amber fragrance for women and men.,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Sedra-19824.html
