Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,
Fizzy Blue Alyssa Ashleyfor women,for women,2.64,14,"['floral', 'musky', 'white floral', 'citrus', 'green', 'woody', 'fresh spicy', 'powdery', 'fresh', 'rose']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Fizzy-Blue-7978.html
French Garden Flowers Jasmine Alyssa Ashleyfor women,for women,4.5,14,[],[],https://www.fragrantica.com/perfume/Alyssa-Ashley/French-Garden-Flowers-Jasmine-7979.html
Illégale Alyssa Ashleyfor women,for women,4.33,9,"['white floral', 'floral', 'green', 'musky', 'tuberose', 'woody', 'mossy', 'powdery', 'earthy', 'animalic']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Illegale-20453.html
Marijane Alyssa Ashleyfor women and men,for women and men,3.85,107,"['green', 'aromatic', 'cannabis', 'smoky', 'warm spicy', 'citrus', 'woody', 'herbal', 'amber', 'earthy']",['Luca Maffei'],https://www.fragrantica.com/perfume/Alyssa-Ashley/Marijane-55150.html
Match Race Alyssa Ashleyfor men,for men,4,3,"['citrus', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'green', 'musky', 'violet', 'floral']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Match-Race-83735.html
Musk Alyssa Ashleyfor women and men,for women and men,3.79,921,"['musky', 'powdery', 'sweet', 'yellow floral', 'aromatic', 'iris', 'earthy', 'vanilla', 'woody', 'rose']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Musk-5782.html
Musk Extreme Alyssa Ashleyfor women,for women,3.8,51,"['floral', 'powdery', 'musky', 'vanilla', 'warm spicy', 'aromatic', 'amber', 'white floral', 'sweet', 'citrus']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Musk-Extreme-14391.html
Musk for Men Alyssa Ashleyfor men,for men,3.62,16,"['white floral', 'green', 'powdery', 'musky', 'violet', 'aromatic', 'floral']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Musk-for-Men-14392.html
Musk Perfume Oil Alyssa Ashleyfor women and men,for women and men,4,63,"['musky', 'powdery', 'mossy', 'vanilla', 'earthy']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Musk-Perfume-Oil-59344.html
Ocean Blue Alyssa Ashleyfor women and men,for women and men,3.31,35,"['aromatic', 'woody', 'fresh spicy', 'aquatic', 'marine', 'earthy', 'mossy', 'vanilla', 'citrus', 'musky']",['Luca Maffei'],https://www.fragrantica.com/perfume/Alyssa-Ashley/Ocean-Blue-55151.html
Oud Pour Elle Alyssa Ashleyfor women,for women,3.82,141,"['powdery', 'woody', 'oud', 'musky', 'warm spicy', 'citrus', 'rose', 'fruity', 'sweet', 'amber']",['Luca Maffei'],https://www.fragrantica.com/perfume/Alyssa-Ashley/Oud-Pour-Elle-24518.html
Purple Elixir Alyssa Ashleyfor women,for women,3.07,28,"['white floral', 'powdery', 'anis', 'soft spicy', 'amber', 'floral', 'musky', 'aldehydic', 'vanilla', 'animalic']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Purple-Elixir-52035.html
Rose Musk Alyssa Ashleyfor women and men,for women and men,3.62,21,"['rose', 'musky', 'powdery', 'woody', 'amber', 'fresh spicy', 'floral', 'warm spicy']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Rose-Musk-63702.html
Tonka Musk Alyssa Ashleyfor women and men,for women and men,3.77,53,"['vanilla', 'amber', 'warm spicy', 'cinnamon', 'musky', 'powdery', 'sweet', 'aromatic']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Tonka-Musk-63701.html
Vanilla Alyssa Ashleyfor women,for women,3.76,454,"['vanilla', 'powdery', 'citrus']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Vanilla-8134.html
White Musk Alyssa Ashleyfor women,for women,3.64,264,"['musky', 'floral', 'powdery', 'white floral', 'woody', 'yellow floral', 'patchouli', 'sweet', 'fresh', 'rose']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/White-Musk-5783.html
Wildflower Alyssa Ashleyfor women,for women,5,1,['floral'],[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Wildflower-20454.html
B-Boy Alyssa Ashleyfor men,for men,3.76,25,"['citrus', 'cinnamon', 'vanilla', 'warm spicy', 'amber', 'fresh spicy', 'sweet', 'powdery', 'tobacco', 'aromatic']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/B-Boy-32560.html
B-Girl Alyssa Ashleyfor women,for women,2.83,12,"['white floral', 'citrus', 'amber', 'sweet', 'soapy']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/B-Girl-32559.html
Ambre Marine Alyssa Ashleyfor women and men,for women and men,3.33,3,"['citrus', 'amber', 'aromatic', 'green', 'iris', 'rose', 'powdery', 'fresh spicy', 'violet', 'earthy']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Ambre-Marine-89793.html
Ambre Rouge Alyssa Ashleyfor women and men,for women and men,4,2,"['fruity', 'amber', 'warm spicy', 'fresh spicy', 'sweet', 'rose', 'floral', 'citrus', 'patchouli', 'woody']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Ambre-Rouge-89794.html
Cedro Musk Eau de Parfum Alyssa Ashleyfor women and men,for women and men,3.38,8,"['woody', 'citrus', 'musky', 'powdery', 'aromatic', 'patchouli']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Cedro-Musk-Eau-de-Parfum-72558.html
RedBerry Musk Eau de Parfum Alyssa Ashleyfor women and men,for women and men,3,10,"['floral', 'musky', 'citrus', 'powdery', 'fruity', 'vanilla', 'sweet', 'iris', 'woody', 'aromatic']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/RedBerry-Musk-Eau-de-Parfum-72559.html
White Musk Eau de Parfum Alyssa Ashleyfor women and men,for women and men,3.27,11,"['musky', 'floral', 'powdery', 'patchouli']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/White-Musk-Eau-de-Parfum-72560.html
AEO 1977 Intense American Eaglefor women and men,for women and men,4.07,15,"['woody', 'musky', 'powdery', 'green', 'citrus']",[],https://www.fragrantica.com/perfume/American-Eagle/AEO-1977-Intense-71767.html
AEO Be True American Eaglefor women,for women,4.5,14,"['musky', 'fruity', 'green', 'floral', 'powdery', 'aromatic', 'sweet', 'woody', 'almond', 'amber']",[],https://www.fragrantica.com/perfume/American-Eagle/AEO-Be-True-78117.html
AEO Live Surf American Eaglefor men,for men,4.54,13,"['woody', 'aquatic', 'green', 'earthy', 'mossy', 'musky', 'ozonic', 'aromatic', 'powdery', 'fresh']",[],https://www.fragrantica.com/perfume/American-Eagle/AEO-Live-Surf-25384.html
AEO Me Blush American Eaglefor women,for women,3.5,2,"['fruity', 'floral', 'powdery', 'woody', 'amber', 'white floral', 'sweet', 'musky', 'citrus', 'fresh']",[],https://www.fragrantica.com/perfume/American-Eagle/AEO-Me-Blush-25386.html
AEO Real Blaze American Eaglefor men,for men,4.75,4,"['citrus', 'woody', 'aromatic', 'warm spicy', 'ozonic', 'fruity', 'white floral', 'aquatic', 'fresh', 'green']",[],https://www.fragrantica.com/perfume/American-Eagle/AEO-Real-Blaze-25385.html
Alive American Eaglefor men,for men,4.55,11,"['aromatic', 'warm spicy', 'citrus', 'fresh spicy', 'white floral', 'green', 'soft spicy', 'woody', 'rose', 'musky']",[],https://www.fragrantica.com/perfume/American-Eagle/Alive-21729.html
American Eagle AEO 1977 American Eaglefor men,for men,3.87,39,"['woody', 'aromatic', 'green', 'aquatic', 'fresh spicy', 'fresh', 'citrus', 'patchouli']",[],https://www.fragrantica.com/perfume/American-Eagle/American-Eagle-AEO-1977-20540.html
American Eagle AEO Vintage American Eaglefor women,for women,4.27,41,"['fruity', 'sweet', 'citrus', 'tropical', 'woody', 'musky', 'floral', 'green', 'fresh', 'white floral']",[],https://www.fragrantica.com/perfume/American-Eagle/American-Eagle-AEO-Vintage-20539.html
Aura American Eaglefor women,for women,4.27,15,"['floral', 'fruity']",[],https://www.fragrantica.com/perfume/American-Eagle/Aura-17730.html
Bohemian American Eaglefor women,for women,4.17,35,['citrus'],[],https://www.fragrantica.com/perfume/American-Eagle/Bohemian-17759.html
Bohemian Summer American Eaglefor women,for women,5,1,"['floral', 'citrus', 'aromatic', 'musky', 'woody', 'powdery', 'green', 'fresh spicy', 'earthy', 'sweet']",[],https://www.fragrantica.com/perfume/American-Eagle/Bohemian-Summer-17760.html
Break Free American Eaglefor women and men,for women and men,3.57,7,"['salty', 'floral', 'marine', 'woody', 'fresh spicy']",[],https://www.fragrantica.com/perfume/American-Eagle/Break-Free-70797.html
Crush American Eaglefor women,for women,4.26,23,"['citrus', 'fruity', 'fresh', 'white floral', 'aromatic', 'green', 'woody', 'musky', 'fresh spicy', 'powdery']",[],https://www.fragrantica.com/perfume/American-Eagle/Crush-17761.html
Do Anything American Eaglefor women and men,for women and men,3.78,9,[],[],https://www.fragrantica.com/perfume/American-Eagle/Do-Anything-70795.html
Epic American Eaglefor men,for men,4.22,9,"['green', 'aromatic', 'woody', 'citrus', 'fruity', 'sweet', 'earthy', 'fresh', 'warm spicy', 'amber']",[],https://www.fragrantica.com/perfume/American-Eagle/Epic-17762.html
Fear Nothing American Eaglefor women and men,for women and men,4.1,39,"['fruity', 'sweet', 'vanilla', 'woody', 'amber', 'warm spicy']",[],https://www.fragrantica.com/perfume/American-Eagle/Fear-Nothing-70796.html
If...You Are Love American Eaglefor women,for women,4,2,"['citrus', 'musky', 'salty', 'powdery', 'marine', 'aromatic']",[],https://www.fragrantica.com/perfume/American-Eagle/If-You-Are-Love-78693.html
Legend American Eaglefor men,for men,4.05,21,"['amber', 'vanilla', 'powdery', 'woody', 'warm spicy', 'balsamic', 'fruity', 'patchouli', 'aromatic', 'floral']",[],https://www.fragrantica.com/perfume/American-Eagle/Legend-17763.html
Live American Eaglefor men,for men,4.25,20,"['woody', 'citrus', 'aromatic', 'fresh spicy', 'warm spicy', 'lavender', 'earthy', 'powdery']",[],https://www.fragrantica.com/perfume/American-Eagle/Live-17729.html
Live American Eaglefor women,for women,4.16,44,"['floral', 'musky', 'sweet', 'powdery', 'woody', 'white floral', 'citrus', 'aquatic', 'fruity']",[],https://www.fragrantica.com/perfume/American-Eagle/Live-17728.html
Me American Eaglefor women,for women,3.75,28,"['fruity', 'sweet', 'tropical', 'citrus', 'woody', 'powdery', 'floral', 'fresh', 'musky']",[],https://www.fragrantica.com/perfume/American-Eagle/Me-17764.html
Real American Eaglefor women,for women,4.38,13,"['woody', 'citrus', 'patchouli', 'warm spicy', 'leather', 'smoky', 'fruity']",[],https://www.fragrantica.com/perfume/American-Eagle/Real-17731.html
Real American Eaglefor men,for men,4.21,58,"['amber', 'citrus', 'green', 'aromatic', 'woody', 'fresh', 'warm spicy', 'aquatic', 'white floral', 'fresh spicy']",[],https://www.fragrantica.com/perfume/American-Eagle/Real-17732.html
Seventy Seven American Eaglefor men,for men,4.42,12,"['musky', 'powdery', 'citrus']",[],https://www.fragrantica.com/perfume/American-Eagle/Seventy-Seven-17733.html
Seventy Seven American Eaglefor women,for women,4.82,11,"['citrus', 'sweet', 'vanilla', 'white floral', 'lactonic']",[],https://www.fragrantica.com/perfume/American-Eagle/Seventy-Seven-17734.html
Surf for Her American Eaglefor women,for women,4.5,12,"['woody', 'violet', 'powdery', 'floral', 'citrus', 'fresh']",[],https://www.fragrantica.com/perfume/American-Eagle/Surf-for-Her-69387.html
Surf for Him American Eaglefor men,for men,3.58,12,"['warm spicy', 'woody', 'salty', 'aromatic', 'fresh spicy', 'marine', 'fresh', 'citrus']",[],https://www.fragrantica.com/perfume/American-Eagle/Surf-for-Him-69388.html
True American Eaglefor women,for women,4.2,5,"['fresh spicy', 'white floral', 'warm spicy', 'woody']",[],https://www.fragrantica.com/perfume/American-Eagle/True-17739.html
True American Eaglefor men,for men,3.92,12,"['citrus', 'ozonic', 'aquatic', 'green', 'aromatic', 'woody', 'earthy']",[],https://www.fragrantica.com/perfume/American-Eagle/True-17738.html
Vintage American Eaglefor men,for men,4.25,12,"['woody', 'warm spicy', 'powdery', 'citrus', 'patchouli', 'aromatic']",[],https://www.fragrantica.com/perfume/American-Eagle/Vintage-17770.html
Abigail American Eaglefor women,for women,4.5,2,"['aquatic', 'floral', 'fresh', 'fruity', 'rose', 'sweet', 'green']",[],https://www.fragrantica.com/perfume/American-Eagle/Abigail-17737.html
Aerie American Eaglefor women,for women,4.12,24,"['floral', 'woody', 'fruity', 'powdery', 'fresh', 'green', 'warm spicy']",[],https://www.fragrantica.com/perfume/American-Eagle/Aerie-17735.html
Aerie Shimmer American Eaglefor women,for women,3.93,15,"['floral', 'citrus', 'fresh', 'vanilla', 'rose', 'fresh spicy', 'powdery', 'aromatic']",[],https://www.fragrantica.com/perfume/American-Eagle/Aerie-Shimmer-17740.html
Aerie WHOA!! American Eaglefor women,for women,3.62,16,"['floral', 'citrus', 'fruity', 'sweet', 'fresh', 'woody', 'rose', 'warm spicy', 'powdery']",[],https://www.fragrantica.com/perfume/American-Eagle/Aerie-WHOA-21978.html
Daydream American Eaglefor women,for women,4.57,7,"['floral', 'fruity', 'sweet', 'woody', 'fresh']",[],https://www.fragrantica.com/perfume/American-Eagle/Daydream-17768.html
Emma American Eaglefor women,for women,4.5,4,"['fruity', 'amber', 'powdery', 'sweet', 'violet', 'fresh']",[],https://www.fragrantica.com/perfume/American-Eagle/Emma-17736.html
Hidden Love American Eaglefor women,for women,3.89,9,"['white floral', 'floral', 'citrus', 'sweet']",[],https://www.fragrantica.com/perfume/American-Eagle/Hidden-Love-17765.html
Scarlet American Eaglefor women,for women,4.14,7,"['woody', 'floral', 'tropical', 'fruity', 'sweet', 'powdery', 'warm spicy', 'terpenic']",[],https://www.fragrantica.com/perfume/American-Eagle/Scarlet-17766.html
Sheer American Eaglefor women,for women,4.75,8,"['floral', 'fresh', 'fruity', 'patchouli', 'rose', 'woody', 'sweet', 'warm spicy', 'earthy']",[],https://www.fragrantica.com/perfume/American-Eagle/Sheer-17767.html
Vintage Lace American Eaglefor women,for women,4.6,5,"['vanilla', 'yellow floral', 'white floral', 'fruity', 'green', 'powdery', 'balsamic', 'sweet']",[],https://www.fragrantica.com/perfume/American-Eagle/Vintage-Lace-17771.html
Wink American Eaglefor women,for women,4.5,2,"['fruity', 'musky', 'sweet', 'powdery', 'floral']",[],https://www.fragrantica.com/perfume/American-Eagle/Wink-17769.html
Aura Daydream American Eaglefor women,for women,4.08,13,"['powdery', 'fruity', 'sweet', 'floral', 'musky', 'vanilla', 'white floral', 'woody', 'fresh', 'tropical']",[],https://www.fragrantica.com/perfume/American-Eagle/Aura-Daydream-70811.html
Aura Eau de Parfum American Eaglefor women,for women,3.85,13,"['floral', 'fresh', 'rose']",[],https://www.fragrantica.com/perfume/American-Eagle/Aura-Eau-de-Parfum-70468.html
Beach Hut Man Amouagefor men,for men,4.2,"2,499","['green', 'aromatic', 'woody', 'earthy', 'mossy', 'fresh spicy', 'fresh']",['Elise Benat'],https://www.fragrantica.com/perfume/Amouage/Beach-Hut-Man-46336.html
Cristal & Gold Man Amouagefor men,for men,4.14,21,"['powdery', 'musky', 'animalic', 'woody', 'amber', 'aldehydic', 'white floral', 'warm spicy', 'floral', 'fresh']",['Alexandra Carlin'],https://www.fragrantica.com/perfume/Amouage/Cristal-Gold-Man-88160.html
Cristal & Gold Woman Amouagefor women,for women,4.38,13,"['amber', 'citrus', 'powdery', 'musky', 'vanilla', 'white floral', 'animalic', 'fresh spicy', 'woody', 'aromatic']",['Alexandra Carlin'],https://www.fragrantica.com/perfume/Amouage/Cristal-Gold-Woman-88159.html
Dia Man Amouagefor men,for men,4.23,"1,803","['woody', 'amber', 'floral', 'warm spicy', 'earthy', 'aromatic', 'fresh', 'fruity', 'balsamic', 'smoky']",['Bertrand Duchaufour'],https://www.fragrantica.com/perfume/Amouage/Dia-Man-1110.html
Dia Woman Amouagefor women,for women,4.07,"4,183","['floral', 'fresh', 'aldehydic', 'powdery', 'rose', 'woody', 'musky', 'soapy', 'iris', 'aromatic']",['Jean-Claude Ellena'],https://www.fragrantica.com/perfume/Amouage/Dia-Woman-1109.html
Epic Man Amouagefor men,for men,4.17,"3,188","['amber', 'warm spicy', 'fresh spicy', 'smoky', 'woody', 'leather', 'balsamic', 'oud', 'aromatic', 'musky']",['Randa Hammami'],https://www.fragrantica.com/perfume/Amouage/Epic-Man-6537.html
Epic Woman Amouagefor women,for women,4.09,"4,136","['fresh spicy', 'rose', 'woody', 'warm spicy', 'aromatic', 'amber', 'oud', 'powdery', 'floral', 'cinnamon']",[],https://www.fragrantica.com/perfume/Amouage/Epic-Woman-6538.html
Gold Man Amouagefor men,for men,3.84,"1,675","['musky', 'white floral', 'amber', 'powdery', 'animalic', 'woody', 'rose', 'warm spicy', 'earthy', 'balsamic']",['Guy Robert'],https://www.fragrantica.com/perfume/Amouage/Gold-Man-918.html
Gold Woman Amouagefor women,for women,3.95,"2,397","['amber', 'white floral', 'powdery', 'musky', 'woody', 'animalic', 'rose', 'warm spicy', 'balsamic', 'iris']",['Guy Robert'],https://www.fragrantica.com/perfume/Amouage/Gold-Woman-917.html
Honour Man Amouagefor men,for men,4.01,"1,548","['fresh spicy', 'aromatic', 'woody', 'warm spicy', 'amber', 'balsamic', 'soft spicy', 'smoky', 'musky', 'earthy']",['Nathalie Feisthauer'],https://www.fragrantica.com/perfume/Amouage/Honour-Man-12763.html
Honour Woman Amouagefor women,for women,4.01,"4,912","['white floral', 'green', 'tuberose', 'aromatic', 'animalic']","['Alexandra Carlin', 'Violaine Collas']",https://www.fragrantica.com/perfume/Amouage/Honour-Woman-12762.html
Imitation Man Amouagefor men,for men,3.97,966,"['leather', 'powdery', 'rose', 'woody', 'iris', 'violet', 'fresh spicy', 'earthy', 'floral', 'animalic']",['Leslie Girard'],https://www.fragrantica.com/perfume/Amouage/Imitation-Man-49850.html
Imitation Woman Amouagefor women,for women,3.96,"1,556","['woody', 'fruity', 'aldehydic', 'soft spicy', 'white floral', 'sweet', 'balsamic', 'fresh', 'amber', 'warm spicy']",['Pierre Negrin'],https://www.fragrantica.com/perfume/Amouage/Imitation-Woman-49851.html
Interlude Black Iris Amouagefor women and men,for women and men,4.22,"2,224","['amber', 'woody', 'powdery', 'iris', 'fresh spicy', 'warm spicy', 'leather', 'aromatic', 'balsamic', 'oud']",['Pierre Negrin'],https://www.fragrantica.com/perfume/Amouage/Interlude-Black-Iris-60929.html
Interlude Man Amouagefor men,for men,4.15,"6,937","['amber', 'balsamic', 'fresh spicy', 'smoky', 'warm spicy', 'woody']",['Pierre Negrin'],https://www.fragrantica.com/perfume/Amouage/Interlude-Man-15294.html
Interlude Woman Amouagefor women,for women,4.01,"3,918","['amber', 'warm spicy', 'sweet', 'balsamic', 'woody', 'herbal', 'smoky', 'nutty', 'leather', 'fruity']",['Karine Vinchon Spehner'],https://www.fragrantica.com/perfume/Amouage/Interlude-Woman-15295.html
Journey Man Amouagefor men,for men,4.24,"2,335","['fresh spicy', 'aromatic', 'citrus', 'amber', 'tobacco', 'warm spicy', 'smoky', 'woody', 'sweet', 'leather']","['Alberto Morillas', 'Pierre Negrin']",https://www.fragrantica.com/perfume/Amouage/Journey-Man-25251.html
Journey Woman Amouagefor women,for women,4.02,"2,781","['floral', 'fruity', 'sweet', 'honey', 'powdery', 'tobacco', 'yellow floral', 'warm spicy', 'lactonic', 'fresh spicy']","['Alberto Morillas', 'Pierre Negrin']",https://www.fragrantica.com/perfume/Amouage/Journey-Woman-25252.html
Jubilation 25 Woman Amouagefor women,for women,4.05,"2,410","['amber', 'aromatic', 'woody', 'balsamic', 'warm spicy', 'yellow floral', 'sweet', 'smoky', 'rose']",['Lucas Sieuzac'],https://www.fragrantica.com/perfume/Amouage/Jubilation-25-Woman-2367.html
Jubilation XXV Man Amouagefor men,for men,4.4,"5,700","['amber', 'sweet', 'warm spicy', 'woody', 'balsamic', 'fruity', 'fresh spicy', 'oud', 'aromatic', 'honey']",['Bertrand Duchaufour'],https://www.fragrantica.com/perfume/Amouage/Jubilation-XXV-Man-2366.html
Lyric Man Amouagefor men,for men,4.15,"3,407","['rose', 'citrus', 'musky', 'woody', 'powdery', 'warm spicy', 'amber', 'floral', 'aromatic', 'fresh spicy']",['Daniel Visentin'],https://www.fragrantica.com/perfume/Amouage/Lyric-Man-4622.html
Lyric Woman Amouagefor women,for women,4.09,"3,564","['warm spicy', 'woody', 'rose', 'amber', 'aromatic', 'powdery', 'balsamic', 'smoky', 'musky', 'earthy']",['Daniel Maurel'],https://www.fragrantica.com/perfume/Amouage/Lyric-Woman-4623.html
Memoir Man Amouagefor men,for men,4.29,"3,378","['aromatic', 'fresh spicy', 'woody', 'amber', 'green', 'smoky', 'balsamic', 'warm spicy', 'tobacco', 'leather']",['Karine Vinchon Spehner'],https://www.fragrantica.com/perfume/Amouage/Memoir-Man-10145.html
Memoir Woman Amouagefor women,for women,4.22,"4,503","['warm spicy', 'amber', 'smoky', 'woody', 'leather', 'aromatic', 'musky', 'balsamic', 'white floral', 'fresh spicy']","['Daniel Maurel', 'Dorothée Piot']",https://www.fragrantica.com/perfume/Amouage/Memoir-Woman-10146.html
Myths Man Amouagefor men,for men,4.27,"1,791","['smoky', 'aromatic', 'woody', 'leather', 'herbal', 'iris', 'fresh spicy', 'earthy', 'animalic', 'amber']",[],https://www.fragrantica.com/perfume/Amouage/Myths-Man-38259.html
Myths Woman Amouagefor women,for women,3.66,"1,784","['mossy', 'herbal', 'earthy', 'floral', 'amber', 'yellow floral', 'aromatic', 'woody', 'animalic', 'leather']",['Nathalie Lorson'],https://www.fragrantica.com/perfume/Amouage/Myths-Woman-38260.html
Oud Kumzar Amouagefor women and men,for women and men,5,1,"['oud', 'fresh spicy']",[],https://www.fragrantica.com/perfume/Amouage/Oud-Kumzar-92554.html
Overture Man Amouagefor men,for men,4.28,"1,715","['warm spicy', 'amber', 'woody', 'smoky', 'animalic', 'fresh spicy', 'balsamic', 'aromatic', 'leather']",['Karine Vinchon Spehner'],https://www.fragrantica.com/perfume/Amouage/Overture-Man-55859.html
Overture Woman Amouagefor women,for women,3.89,719,"['warm spicy', 'amber', 'leather', 'fruity', 'woody', 'fresh spicy', 'rose', 'fresh', 'cinnamon', 'animalic']",['Annick Menardo'],https://www.fragrantica.com/perfume/Amouage/Overture-Woman-62331.html
Portrayal Man Amouagefor men,for men,4.02,"1,097","['aromatic', 'ozonic', 'woody', 'aquatic', 'fresh spicy', 'green', 'earthy']",['Pierre Negrin'],https://www.fragrantica.com/perfume/Amouage/Portrayal-Man-54460.html
Portrayal Woman Amouagefor women,for women,4.08,"1,706","['white floral', 'tobacco', 'vanilla', 'aromatic', 'sweet', 'balsamic', 'conifer']","['Annick Menardo', 'Pierre Negrin']",https://www.fragrantica.com/perfume/Amouage/Portrayal-Woman-54459.html
Reflection Man Amouagefor men,for men,4.37,"6,864","['woody', 'white floral', 'aromatic', 'powdery', 'fresh spicy', 'iris', 'citrus', 'earthy', 'floral', 'warm spicy']",['Lucas Sieuzac'],https://www.fragrantica.com/perfume/Amouage/Reflection-Man-920.html
Reflection Woman Amouagefor women,for women,3.72,"2,694","['floral', 'green', 'powdery', 'white floral', 'violet', 'woody']",['Maurice Roucel'],https://www.fragrantica.com/perfume/Amouage/Reflection-Woman-919.html
Sunshine Woman Amouagefor women,for women,4.06,"5,231","['fruity', 'floral', 'white floral', 'almond', 'vanilla', 'woody', 'soft spicy', 'nutty', 'aromatic', 'sweet']",['Elise Benat'],https://www.fragrantica.com/perfume/Amouage/Sunshine-Woman-28182.html
Amber Sogara Amouagefor women and men,for women and men,3.84,19,"['floral', 'aldehydic', 'musky', 'rose', 'fresh', 'soapy', 'aromatic']",['Elise Benat'],https://www.fragrantica.com/perfume/Amouage/Amber-Sogara-81279.html
Incense Rori Amouagefor women and men,for women and men,4.45,69,"['amber', 'woody', 'mossy', 'fresh spicy', 'earthy', 'warm spicy']",['Julien Rasquinet'],https://www.fragrantica.com/perfume/Amouage/Incense-Rori-71112.html
Leather Sadah Amouagefor women and men,for women and men,4.08,12,"['leather', 'oud', 'vanilla', 'animalic', 'smoky']",['Cécile Zarokian'],https://www.fragrantica.com/perfume/Amouage/Leather-Sadah-71107.html
Orris Wakan Amouagefor women and men,for women and men,3.92,53,"['powdery', 'iris', 'musky', 'woody', 'earthy']",['Julien Rasquinet'],https://www.fragrantica.com/perfume/Amouage/Orris-Wakan-71109.html
Oud Ulya Amouagefor women and men,for women and men,4.45,87,"['leather', 'oud', 'smoky', 'animalic', 'musky', 'vanilla', 'powdery', 'woody']",['Cécile Zarokian'],https://www.fragrantica.com/perfume/Amouage/Oud-Ulya-71108.html
Rose Aqor Amouagefor women and men,for women and men,4.33,46,"['amber', 'rose', 'woody', 'warm spicy', 'fresh spicy', 'balsamic', 'floral', 'powdery']",['Cécile Zarokian'],https://www.fragrantica.com/perfume/Amouage/Rose-Aqor-71110.html
Saffron Hamra Amouagefor women and men,for women and men,4.41,51,"['aromatic', 'warm spicy', 'fresh spicy', 'woody', 'metallic', 'rose', 'leather', 'tobacco']",['Cécile Zarokian'],https://www.fragrantica.com/perfume/Amouage/Saffron-Hamra-71113.html
Santal Sohar Amouagefor women and men,for women and men,3.85,20,"['warm spicy', 'woody', 'powdery']",['Karine Vinchon Spehner'],https://www.fragrantica.com/perfume/Amouage/Santal-Sohar-81278.html
Vanilla Barka Amouagefor women and men,for women and men,4.52,122,"['vanilla', 'amber', 'sweet', 'warm spicy', 'balsamic', 'fresh spicy', 'aromatic', 'powdery']",['Dominique Ropion'],https://www.fragrantica.com/perfume/Amouage/Vanilla-Barka-71111.html
Dia 40 Woman Amouagefor women,for women,4.1,111,"['floral', 'aldehydic', 'woody', 'fresh', 'powdery', 'yellow floral', 'rose', 'iris', 'musky', 'aromatic']",['Alexandra Carlin'],https://www.fragrantica.com/perfume/Amouage/Dia-40-Woman-87957.html
Epic 56 Woman Amouagefor women,for women,4.39,297,"['fresh spicy', 'rose', 'woody', 'amber', 'warm spicy', 'floral', 'powdery', 'oud', 'soft spicy', 'patchouli']",['Cécile Zarokian'],https://www.fragrantica.com/perfume/Amouage/Epic-56-Woman-69700.html
Guidance 46 Amouagefor women and men,for women and men,4.25,71,"['woody', 'amber', 'warm spicy', 'fruity', 'floral', 'oud', 'sweet', 'musky', 'rose', 'nutty']",['Quentin Bisch'],https://www.fragrantica.com/perfume/Amouage/Guidance-46-94033.html
Honour 43 Woman Amouagefor women,for women,4.35,262,"['white floral', 'tuberose', 'green', 'aromatic', 'floral', 'warm spicy', 'fresh', 'woody']",['Alexandra Carlin'],https://www.fragrantica.com/perfume/Amouage/Honour-43-Woman-69701.html
Interlude 53 Man Amouagefor men,for men,4.42,631,"['amber', 'smoky', 'woody', 'balsamic', 'warm spicy', 'fresh spicy', 'leather', 'oud']",['Pierre Negrin'],https://www.fragrantica.com/perfume/Amouage/Interlude-53-Man-64153.html
Jubilation 40 Man Amouagefor men,for men,4.48,341,"['amber', 'woody', 'fruity', 'sweet', 'balsamic', 'warm spicy', 'fresh spicy', 'aromatic', 'patchouli', 'earthy']",['Bertrand Duchaufour'],https://www.fragrantica.com/perfume/Amouage/Jubilation-40-Man-87958.html
Reflection 45 Man Amouagefor men,for men,4.38,946,"['amber', 'aromatic', 'woody', 'warm spicy', 'powdery', 'white floral', 'fresh spicy', 'iris', 'balsamic', 'vanilla']",['Lucas Sieuzac'],https://www.fragrantica.com/perfume/Amouage/Reflection-45-Man-69488.html
