Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,Description,url
Ninfea Helanfor women,for women,2.5,2,"['woody', 'floral', 'powdery', 'citrus', 'aromatic', 'warm spicy', 'white floral', 'amber', 'musky', 'violet']",[],"NinfeabyHelanis a Floral Green fragrance for women. Top notes are Bergamot and Italian Mandarin; middle notes are Lotus, Egyptian Jasmine, French Violet, Carnation and Turkish Rose; base notes are Sandalwood, Texas Cedar, Haitian Vetiver, Amber and Musk.",https://www.fragrantica.com/perfume/Helan/Ninfea-41926.html
Polvere d'Iris Helanfor women,for women,3.79,14,"['woody', 'powdery', 'iris', 'balsamic', 'aromatic', 'violet', 'earthy', 'terpenic', 'green']",[],"Polvere d'IrisbyHelanis a Chypre Floral fragrance for women. Top notes are Tuscan Iris, Mastic or Lentisque, Parma Violet and Galbanum; middle notes are Texas Cedar, Incense, Haitian Vetiver and Orange Blossom; base notes are White Musk and Madagascar Vanilla.",https://www.fragrantica.com/perfume/Helan/Polvere-d-Iris-41933.html
Mora & Muschio Helanfor women and men,for women and men,4.06,17,"['fruity', 'sweet', 'musky', 'powdery']",[],"Mora & MuschiobyHelanis a Floral Fruity fragrance for women and men. Top notes are Blackberry, Raspberry, Sicilian Orange and Blueberry; middle notes are Musk, Moss, Black Currant and Cassis; base notes are Musk and Sandalwood.",https://www.fragrantica.com/perfume/Helan/Mora-Muschio-41936.html
Muschio Bianco Helanfor women and men,for women and men,4.31,13,"['mossy', 'musky', 'earthy', 'woody', 'powdery']",[],Muschio BiancobyHelanis a Woody Floral Musk fragrance for women and men.,https://www.fragrantica.com/perfume/Helan/Muschio-Bianco-41935.html
CherryBerry Helanfor women and men,for women and men,3.5,10,"['woody', 'fruity', 'vanilla', 'floral', 'sweet', 'amber', 'cherry']",[],"CherryBerrybyHelanis a Floral Fruity Gourmand fragrance for women and men. This is a new fragrance.CherryBerrywas launched in 2024. Top notes are Wild Berries, Black Cherry and Heliotrope; middle notes are Almond Blossom, Pistachio and Rum; base notes are Vanilla, Sandalwood and Amber.",https://www.fragrantica.com/perfume/Helan/CherryBerry-94104.html
CocoMint Helanfor women and men,for women and men,3.86,35,"['vanilla', 'green', 'sweet', 'aromatic', 'coconut', 'fresh spicy', 'lactonic', 'nutty', 'tropical', 'amber']",[],"CocoMintbyHelanis a fragrance for women and men. This is a new fragrance.CocoMintwas launched in 2023. Top notes are Mint and Coconut Milk; middle notes are Coconut, Praline and Peach Blossom; base notes are Vanilla, Tonka and Malt.",https://www.fragrantica.com/perfume/Helan/CocoMint-82457.html
LemonFizz Helanfor women and men,for women and men,4.18,11,"['citrus', 'vanilla', 'woody', 'warm spicy', 'fresh', 'fresh spicy']",[],"LemonFizzbyHelanis a fragrance for women and men. This is a new fragrance.LemonFizzwas launched in 2023. Top notes are Lemon Zest, Ginger and Pepper; middle notes are Litsea Cubeba, Rose de Mai and Pine; base notes are Vanilla, Sandalwood and White Woods.",https://www.fragrantica.com/perfume/Helan/LemonFizz-82456.html
MangoBoom Helanfor women and men,for women and men,4.48,21,"['fruity', 'tropical', 'sweet', 'fresh']",[],"MangoBoombyHelanis a fragrance for women and men. This is a new fragrance.MangoBoomwas launched in 2023. Top notes are Pineapple, Apple and Kiwi; middle notes are Mango, Papaya, Lily of the Valley and Jasmine; base notes are Musk, Vanilla and Honey.",https://www.fragrantica.com/perfume/Helan/MangoBoom-82458.html
Fiore d'Angelo Helanfor women,for women,3.6,5,"['fruity', 'white floral', 'citrus', 'sweet', 'woody', 'floral', 'soft spicy', 'fresh', 'green', 'rose']",[],"Fiore d'AngelobyHelanis a Floral fragrance for women. Top notes are Black Currant, Pear, Orange, Bergamot, Tangerine, Apple and Exotic Fruits; middle notes are Mock Orange, Red Currant, Egyptian Jasmine, Turkish Rose, Freesia and Saffron; base notes are Patchouli, Vanilla, Sandalwood, Vetiver and White Musk.",https://www.fragrantica.com/perfume/Helan/Fiore-d-Angelo-41940.html
Magnolia Stellata Helanfor women,for women,4,2,"['white floral', 'citrus', 'floral', 'powdery', 'woody', 'rose', 'tuberose', 'sweet', 'yellow floral', 'musky']",[],"Magnolia StellatabyHelanis a Floral Aldehyde fragrance for women. Top notes are Orange Blossom, Calabrian bergamot, Ylang-Ylang, Mandarin Orange, Bitter Orange and Grapefruit; middle notes are Rose, Jasmine, Magnolia, Star Anise and Lily-of-the-Valley; base notes are Tuberose, Sandalwood, Musk and Vanilla.",https://www.fragrantica.com/perfume/Helan/Magnolia-Stellata-41644.html
Ortensia Fico Helanfor women,for women,3.5,6,"['green', 'herbal', 'powdery', 'aromatic', 'fresh', 'vanilla', 'woody', 'sweet', 'floral', 'fresh spicy']",[],"Ortensia FicobyHelanis a Floral Fruity fragrance for women. Top notes are Fig Leaf, Artemisia and Hortensia; middle notes are Tagetes, Fig, Hortensia and Jasmine; base notes are Heliotrope, Fig Tree and Amber.",https://www.fragrantica.com/perfume/Helan/Ortensia-Fico-41941.html
& Haught Parfumsfor women and men,for women and men,4.5,2,"['white floral', 'powdery', 'green', 'floral', 'woody', 'vanilla', 'musky', 'tuberose', 'amber', 'balsamic']",['Jarekhye Covarrubias'],"&byHaught Parfumsis a Floral fragrance for women and men.&was launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Jasmine, Vanilla and Peach; middle notes are Gardenia, Tuberose, Magnolia and Mint; base notes are Sandalwood, Musk and Incense.",https://www.fragrantica.com/perfume/Haught-Parfums/-39586.html
92656 Haught Parfumsfor women and men,for women and men,N/A,N/A,"['marine', 'aromatic', 'salty', 'aquatic', 'green', 'lavender', 'musky', 'ozonic', 'fresh spicy', 'woody']",['Jarekhye Covarrubias'],"92656byHaught Parfumsis a Aromatic Aquatic fragrance for women and men.92656was launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Ozonic notes, Sea Salt and Mint; middle notes are Lavender, Sea Notes and Sea Salt; base notes are Driftwood, White Musk and Seaweed.",https://www.fragrantica.com/perfume/Haught-Parfums/92656-39585.html
Bella Basura Haught Parfumsfor women and men,for women and men,3,3,"['fresh', 'citrus', 'green', 'fresh spicy', 'white floral', 'amber', 'aromatic', 'woody']",['Jarekhye Covarrubias'],"Bella BasurabyHaught Parfumsis a Floral Green fragrance for women and men.Bella Basurawas launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Citruses, Green Grass and Tea; middle notes are Jasmine and Melon; base notes are Olibanum, Vetiver and Musk.",https://www.fragrantica.com/perfume/Haught-Parfums/Bella-Basura-39587.html
Cheat Day Haught Parfumsfor women and men,for women and men,4.18,22,"['sweet', 'fruity', 'warm spicy', 'vanilla', 'chocolate', 'coffee', 'powdery', 'musky', 'cacao']",['Jarekhye Covarrubias'],Cheat DaybyHaught Parfumsis a Amber Vanilla fragrance for women and men.Cheat Daywas launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias.,https://www.fragrantica.com/perfume/Haught-Parfums/Cheat-Day-42145.html
Chocolate Wasted Haught Parfumsfor women and men,for women and men,3.25,32,"['warm spicy', 'sweet', 'cacao', 'chocolate', 'amber', 'coffee', 'rum', 'vanilla', 'woody']",['Jarekhye Covarrubias'],"Chocolate WastedbyHaught Parfumsis a Amber Vanilla fragrance for women and men.Chocolate Wastedwas launched in 2015. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Dark Chocolate and Cacao Pod; middle notes are Rum, Coffee and Brown sugar; base notes are Bourbon Vanilla, Styrax, Tonka Bean and Labdanum.",https://www.fragrantica.com/perfume/Haught-Parfums/Chocolate-Wasted-36053.html
Jasmine Teaze Haught Parfumsfor women and men,for women and men,4.5,2,"['sweet', 'honey', 'floral', 'green', 'herbal', 'chocolate', 'fresh', 'white floral', 'fresh spicy', 'aromatic']",['Jarekhye Covarrubias'],"Jasmine TeazebyHaught Parfumsis a Aromatic fragrance for women and men.Jasmine Teazewas launched in 2015. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Japanese Green Tea and Black Tea; middle notes are Honey, Chamomile and Jasmine; base notes are White Chocolate, Jasmine and White Musk.",https://www.fragrantica.com/perfume/Haught-Parfums/Jasmine-Teaze-36054.html
Lio Caliente Haught Parfumsfor women and men,for women and men,2.8,15,"['fresh spicy', 'citrus', 'green', 'tropical', 'fruity', 'warm spicy', 'sweet', 'aromatic', 'fresh', 'herbal']",['Jarekhye Covarrubias'],"Lio CalientebyHaught Parfumsis a Chypre Fruity fragrance for women and men.Lio Calientewas launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Green Pepper, Sweet Pepper and Sichuan Pepper; middle notes are Mango, Lime and Peach; base notes are Woody Notes, Salt and Musk.",https://www.fragrantica.com/perfume/Haught-Parfums/Lio-Caliente-39588.html
Lushious Lounge Lizard Haught Parfumsfor women and men,for women and men,4,3,"['green', 'aromatic', 'sweet', 'fresh spicy', 'citrus', 'musky', 'lavender', 'powdery', 'woody']",['Jarekhye Covarrubias'],"Lushious Lounge LizardbyHaught Parfumsis a Aromatic fragrance for women and men.Lushious Lounge Lizardwas launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Mint, Orange, Lavender and Gin; middle notes are Sugar, Lavender, Violet and Sweet Notes; base notes are White Musk, Rose and Palisander Rosewood.",https://www.fragrantica.com/perfume/Haught-Parfums/Lushious-Lounge-Lizard-39589.html
Man! Darrin! Haught Parfumsfor women and men,for women and men,5,1,"['citrus', 'sweet', 'green', 'white floral', 'woody', 'fruity']",['Jarekhye Covarrubias'],"Man! Darrin!byHaught Parfumsis a Citrus Aromatic fragrance for women and men.Man! Darrin!was launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Tangerine, Orange Blossom, Tea and Sweet Notes; middle notes are Mandarin Orange and Mandarin Leaf; base notes are Woody Notes, Soil Tincture and Musk.",https://www.fragrantica.com/perfume/Haught-Parfums/Man-Darrin-39590.html
Pelirrojo Picante Haught Parfumsfor women and men,for women and men,5,2,"['sweet', 'nutty', 'warm spicy', 'woody', 'vanilla', 'caramel', 'cinnamon']",['Jarekhye Covarrubias'],"Pelirrojo PicantebyHaught Parfumsis a Amber Vanilla fragrance for women and men.Pelirrojo Picantewas launched in 2015. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Whipped Cream, Caramel and Ginger; middle notes are Hazelnut, White Chocolate, Cinnamon, Walnut and Cloves; base notes are Tonka Bean, Wheat and White Musk.",https://www.fragrantica.com/perfume/Haught-Parfums/Pelirrojo-Picante-36055.html
Prieto Cereza Haught Parfumsfor women and men,for women and men,5,1,"['sweet', 'wine', 'warm spicy', 'cherry', 'woody', 'chocolate', 'cacao', 'nutty']",['Jarekhye Covarrubias'],"Prieto CerezabyHaught Parfumsis a Amber Vanilla fragrance for women and men.Prieto Cerezawas launched in 2015. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Dark Chocolate, Iris and Rose; middle notes are Cherry and Violet; base notes are Cognac, Red Wine, Patchouli, Benzoin and Labdanum.",https://www.fragrantica.com/perfume/Haught-Parfums/Prieto-Cereza-36056.html
Pucker Up Haught Parfumsfor women and men,for women and men,3,2,"['sweet', 'citrus', 'coconut', 'lactonic', 'vanilla']",['Jarekhye Covarrubias'],"Pucker UpbyHaught Parfumsis a Amber Vanilla fragrance for women and men.Pucker Upwas launched in 2015. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Butter, Lemon Zest and Lemon; middle notes are Biscuit, Coconut, Limoncello, Lemon Verbena and Green Notes; base notes are Sugar, White Chocolate and White Musk.",https://www.fragrantica.com/perfume/Haught-Parfums/Pucker-Up-36057.html
Pucker Up 2016 Edition Haught Parfumsfor women and men,for women and men,N/A,N/A,"['citrus', 'aromatic', 'green', 'rose', 'amber', 'fresh spicy']",['Jarekhye Covarrubias'],"Pucker Up 2016 EditionbyHaught Parfumsis a Citrus Aromatic fragrance for women and men.Pucker Up 2016 Editionwas launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Lemon Peel, White Rose and Lemonade; middle notes are Lemon Leaf, Lemon and Mint; base notes are White Musk, Labdanum and Benzoin.",https://www.fragrantica.com/perfume/Haught-Parfums/Pucker-Up-2016-Edition-39591.html
Un¢ed (Unscented) Haught Parfumsfor women and men,for women and men,4.33,3,"['ozonic', 'fresh', 'aldehydic', 'musky', 'sweet', 'fruity', 'aquatic', 'powdery', 'salty']",['Jarekhye Covarrubias'],"Un¢ed (Unscented)byHaught Parfumsis a Aromatic Fruity fragrance for women and men.Un¢ed (Unscented)was launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Ozonic notes and Melon; middle notes are Sea Salt, Sugar and Kiwi; base notes are Aldehydes, Musk, Flax and Raspberry.",https://www.fragrantica.com/perfume/Haught-Parfums/Un-ed-Unscented-39592.html
Globos De Chicle Haught Parfumsfor women and men,for women and men,3.33,6,[],['Jarekhye Covarrubias'],Globos De ChiclebyHaught Parfumsis a Aromatic fragrance for women and men.Globos De Chiclewas launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias.,https://www.fragrantica.com/perfume/Haught-Parfums/Globos-De-Chicle-39694.html
Lemon Pop Haught Parfumsfor women and men,for women and men,4,6,"['citrus', 'woody', 'sweet', 'aromatic', 'vanilla']",['Jarekhye Covarrubias'],Lemon PopbyHaught Parfumsis a Citrus fragrance for women and men.Lemon Popwas launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias.,https://www.fragrantica.com/perfume/Haught-Parfums/Lemon-Pop-39693.html
Sweet Sticky Things Haught Parfumsfor women and men,for women and men,3.9,29,"['sweet', 'caramel', 'marine', 'aromatic', 'powdery']",['Jarekhye Covarrubias'],Sweet Sticky ThingsbyHaught Parfumsis a fragrance for women and men.Sweet Sticky Thingswas launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias.,https://www.fragrantica.com/perfume/Haught-Parfums/Sweet-Sticky-Things-39692.html
Don't Explain Haught Parfumsfor women and men,for women and men,3,2,"['white floral', 'tuberose', 'animalic', 'tobacco', 'vanilla', 'musky', 'sweet', 'powdery']",['Jarekhye Covarrubias'],"Don't ExplainbyHaught Parfumsis a Aromatic fragrance for women and men.Don't Explainwas launched in 2015. The nose behind this fragrance is Jarekhye Covarrubias. Top note is Gardenia; middle notes are Gardenia, Jasmine, Tuberose, Melon and Amber; base notes are Vanilla Bean, Tobacco, Musk and Black Narcissus.",https://www.fragrantica.com/perfume/Haught-Parfums/Don-t-Explain-36050.html
Don't Touch Me Tomato Haught Parfumsfor women and men,for women and men,3.6,5,"['green', 'sweet', 'fruity', 'tropical', 'tuberose', 'aromatic', 'ozonic', 'coconut', 'white floral', 'fresh']",['Jarekhye Covarrubias'],"Don't Touch Me TomatobyHaught Parfumsis a Aromatic fragrance for women and men.Don't Touch Me Tomatowas launched in 2015. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Banana, Coconut, Green Notes and Orange Blossom; middle notes are Tuberose, Fern, Banana Leaf, Melon and Jasmine; base notes are Tuberose, Vetiver and Musk.",https://www.fragrantica.com/perfume/Haught-Parfums/Don-t-Touch-Me-Tomato-36051.html
Audacious Haught Parfumsfor women and men,for women and men,5,1,"['green', 'ozonic', 'aquatic', 'fresh']",['Jarekhye Covarrubias'],"AudaciousbyHaught Parfumsis a Aromatic Green fragrance for women and men.Audaciouswas launched in 2014. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Green Notes, Lime and Mint; middle notes are Cucumber, Green Notes and Aldehydes; base notes are Green Grass, Sugar and White Musk.",https://www.fragrantica.com/perfume/Haught-Parfums/Audacious-36052.html
Ineffable Haught Parfumsfor women and men,for women and men,4.29,7,"['fruity', 'sweet']",['Jarekhye Covarrubias'],IneffablebyHaught Parfumsis a Aromatic Fruity fragrance for women and men.Ineffablewas launched in 2013. The nose behind this fragrance is Jarekhye Covarrubias.,https://www.fragrantica.com/perfume/Haught-Parfums/Ineffable-36038.html
SOCKS (That's it!) Haught Parfumsfor women and men,for women and men,4.5,4,"['citrus', 'fruity', 'sweet', 'fresh', 'sour', 'warm spicy']",['Jarekhye Covarrubias'],SOCKS (That's it!)byHaught Parfumsis a Citrus Aromatic fragrance for women and men.SOCKS (That's it!)was launched in 2015. The nose behind this fragrance is Jarekhye Covarrubias.,https://www.fragrantica.com/perfume/Haught-Parfums/SOCKS-That-s-it-36037.html
Sol Besado Haught Parfumsfor women and men,for women and men,3.88,16,"['white floral', 'marine', 'citrus', 'coconut', 'floral', 'sweet', 'aromatic']",['Jarekhye Covarrubias'],"Sol BesadobyHaught Parfumsis a Aromatic fragrance for women and men.Sol Besadowas launched in 2014. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Orange Blossom and Orange; middle notes are White Flowers, Coconut Milk and Sea Notes; base notes are Exotic floral notes, Red Algae and Coconut.",https://www.fragrantica.com/perfume/Haught-Parfums/Sol-Besado-36039.html
Haught & Smoky Haught Parfumsfor women and men,for women and men,4.67,3,"['warm spicy', 'sweet', 'amber', 'anis', 'cinnamon', 'honey', 'smoky', 'soft spicy', 'floral', 'tobacco']",['Jarekhye Covarrubias'],"Haught & SmokybyHaught Parfumsis a Amber Spicy fragrance for women and men.Haught & Smokywas launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Cinnamon and Anise; middle notes are Cardamom, Cloves and Rose; base notes are Incense, Honey, Tobacco and Rose.",https://www.fragrantica.com/perfume/Haught-Parfums/Haught-Smoky-41804.html
"Haught, Cool & Vicious Haught Parfumsfor women and men",for women and men,4,3,"['smoky', 'woody']",['Jarekhye Covarrubias'],"Haught, Cool & ViciousbyHaught Parfumsis a Amber fragrance for women and men.Haught, Cool & Viciouswas launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias. Top notes are Ash and Vanilla; middle notes are Smoke, Vanilla and Mint; base notes are Birch and Juniper.",https://www.fragrantica.com/perfume/Haught-Parfums/Haught-Cool-Vicious-41813.html
Smoke N Haught Haught Parfumsfor women and men,for women and men,4.25,8,"['smoky', 'woody', 'amber', 'balsamic', 'warm spicy']",['Jarekhye Covarrubias'],Smoke N HaughtbyHaught Parfumsis a Amber Woody fragrance for women and men.Smoke N Haughtwas launched in 2016. The nose behind this fragrance is Jarekhye Covarrubias.,https://www.fragrantica.com/perfume/Haught-Parfums/Smoke-N-Haught-41815.html
