N/A,"Бренды, Ex Nihilo, Ex Nihilo, Бренды","Сегменты, Нишевая парфюмерия, Сегменты","Персоны, , , , , Персоны","Ароматы по годам, 2014, Ароматы по годам","Семейства, Фруктовые, Цветочные, Семейства","Концентрации, Парфюмерная вода, Концентрации","Бренды по странам, Франция, Бренды по странам",Унисекс,N/A,"Ноты, Белый персик, Бергамот, Личи, Апельсиновый цвет (флердоранж), Пион, Жасмин, Древесный аккорд, Мох, Мускус, 17%
     
        Белый персик, 16%
     
        Личи, 14%
     
        Пион, 11%
     
        Апельсиновый цвет (флердоранж), 11%
     
        Мускус, 11%
     
        Жасмин, 10%
     
        Бергамот, 6%
     
        Древесный аккорд, 5%
     
        Мох, Ноты",N/A,N/A,https://aromo.ru/fragrance/ex-nihilo-fleur-narcotique-perfume-water-eau-de-parfum-57875/
N/A,"Бренды, Maison Francis Kurkdjian, Maison Francis Kurkdjian, Бренды","Сегменты, Парфюмерия люкс, Сегменты","Персоны, , Персоны","Ароматы по годам, 2016, Ароматы по годам","Семейства, Амбровые, Древесные, Цветочные, Семейства","Концентрации, Парфюмерная вода, Концентрации","Бренды по странам, Франция, Бренды по странам",Унисекс,N/A,"Ноты, Кедр, Серая амбра, Шафран, Жасмин, 32%
     
        Шафран, 28%
     
        Серая амбра, 20%
     
        Кедр, 20%
     
        Жасмин, Ноты",N/A,N/A,https://aromo.ru/fragrance/maison-francis-kurkdjian-baccarat-rouge-540-perfume-water-eau-de-parfum-42565/
N/A,"Бренды, Givenchy, Givenchy, Бренды","Сегменты, Парфюмерия люкс, Сегменты","Персоны, , , , Персоны","Ароматы по годам, 1991, Ароматы по годам","Семейства, Цветочные, Семейства","Концентрации, Туалетная вода, Концентрации","Бренды по странам, Франция, Бренды по странам",Женский,N/A,"Ноты, Апельсиновый цвет (флердоранж), Фиалка, Мандарин, Нероли, Палисандр (розовое дерево), Персиковый цвет, Слива, Белая акация, Черная смородина, Гардения, Гвоздика (пряность), Иланг-иланг, Кассия (Коричник китайский), Мимоза, Орхидея, Роза, Розовый перец (красные ягоды), Тубероза, Жасмин, Бобы тонка, Древесный аккорд, Кедр, Мускус, Сандал, Ваниль, 9%
     
        Жасмин, 6%
     
        Апельсиновый цвет (флердоранж), 6%
     
        Черная смородина, 6%
     
        Мимоза, 6%
     
        Роза, 6%
     
        Тубероза, 5%
     
        Белая акация, 5%
     
        Мускус, 5%
     
        Сандал, 4%
     
        Бобы тонка, 4%
     
        Гардения, 4%
     
        Гвоздика (пряность), 4%
     
        Иланг-иланг, 4%
     
        Кассия (Коричник китайский), 4%
     
        Кедр, 4%
     
        Нероли, 4%
     
        Розовый перец (красные ягоды), 4%
     
        Ваниль, 2%
     
        Древесный аккорд, 2%
     
        Фиалка, 2%
     
        Мандарин, 2%
     
        Персиковый цвет, 1%
     
        Орхидея, 1%
     
        Палисандр (розовое дерево), 1%
     
        Слива, Ноты",N/A,N/A,https://aromo.ru/fragrance/givenchy-amarige-toilet-water-eau-de-toilette-39387/
N/A,"Бренды, Tiziana Terenzi, Tiziana Terenzi, Бренды","Сегменты, Нишевая парфюмерия, Сегменты","Персоны, , , Персоны","Ароматы по годам, 2015, Ароматы по годам","Семейства, Шипровые, Фруктовые, Семейства","Концентрации, Духи / Экстракт, Концентрации","Бренды по странам, Италия, Бренды по странам",Унисекс,N/A,"Ноты, Черная смородина, Груша, Малина, Маракуйя, Персик, Песок, Ландыш, Гелиотроп, Мускус, Пачули, Сандал, Ваниль, 17%
     
        Мускус, 15%
     
        Маракуйя, 12%
     
        Персик, 11%
     
        Малина, 10%
     
        Черная смородина, 8%
     
        Ваниль, 7%
     
        Груша, 7%
     
        Сандал, 6%
     
        Пачули, 4%
     
        Гелиотроп, 2%
     
        Песок, 1%
     
        Ландыш, Ноты",N/A,N/A,https://aromo.ru/fragrance/tiziana-terenzi-kirke-perfume-extract-parfum-extrait-de-parfum-66629/
N/A,"Бренды, Dolce & Gabbana, Dolce & Gabbana, Бренды","Сегменты, Парфюмерия люкс, Сегменты","Персоны, , Персоны","Ароматы по годам, 2009, Ароматы по годам","Семейства, Акватические, Цветочные, Семейства","Концентрации, Туалетная вода, Концентрации","Бренды по странам, Италия, Бренды по странам",Женский,N/A,"Ноты, Киви, Ревень, Розовый перец (красные ягоды), Арбуз, Цикламен, Жасмин, Мускус, Сандал, 22%
     
        Арбуз, 17%
     
        Киви, 15%
     
        Ревень, 13%
     
        Розовый перец (красные ягоды), 11%
     
        Цикламен, 10%
     
        Жасмин, 9%
     
        Мускус, 4%
     
        Сандал, Ноты",N/A,N/A,https://aromo.ru/fragrance/dolcegabbana-3-l_imp_ratrice-toilet-water-eau-de-toilette-52201/
N/A,"Бренды, Escentric Molecules, Escentric Molecules, Бренды","Сегменты, Нишевая парфюмерия, Сегменты","Персоны, , Персоны","Ароматы по годам, 2008, Ароматы по годам","Семейства, Амбровые, Мускусные, Семейства","Концентрации, Туалетная вода, Концентрации","Бренды по странам, Германия, Бренды по странам",Унисекс,N/A,"Ноты, Амброксан, 100%
     
        Амброксан, Ноты",N/A,N/A,https://aromo.ru/fragrance/escentric-molecules-molecule-02-toilet-water-eau-de-toilette-74352/
N/A,"Бренды, Tom Ford, Tom Ford, Бренды","Сегменты, Нишевая парфюмерия, Сегменты","Персоны, , , Персоны","Ароматы по годам, 2018, Ароматы по годам","Семейства, Фруктовые, Цветочные, Гурманские, Семейства","Концентрации, Парфюмерная вода, Концентрации","Бренды по странам, США, Бренды по странам",Женский,N/A,"Ноты, Ликёр, Миндаль, Вишня, Роза, Жасмин Самбак, Бобы тонка, Кедр, Перуанский бальзам, Сандал, Ветивер, 25%
     
        Вишня, 23%
     
        Ликёр, 20%
     
        Миндаль, 8%
     
        Бобы тонка, 6%
     
        Сандал, 4%
     
        Перуанский бальзам, 4%
     
        Роза, 3%
     
        Кедр, 3%
     
        Ветивер, 3%
     
        Жасмин Самбак, Ноты",N/A,N/A,https://aromo.ru/fragrance/tom-ford-lost-cherry-perfume-water-eau-de-parfum-1532721/
N/A,"Бренды, Nasomatto, Nasomatto, Бренды","Сегменты, Нишевая парфюмерия, Сегменты","Персоны, , Персоны","Ароматы по годам, 2009, Ароматы по годам","Семейства, Древесные, Ароматические, Семейства","Концентрации, Духи / Экстракт, Концентрации","Бренды по странам, Нидерланды, Бренды по странам",Унисекс,N/A,"Ноты, Конопля, Зеленый аккорд (зеленые ноты), Древесный аккорд, Кофе, Смолы, Табак, Ладан, Уд, 19%
     
        Конопля, 18%
     
        Уд, 16%
     
        Древесный аккорд, 12%
     
        Ладан, 12%
     
        Табак, 10%
     
        Смолы, 6%
     
        Кофе, 6%
     
        Зеленый аккорд (зеленые ноты), Ноты",N/A,N/A,https://aromo.ru/fragrance/nasomatto-black-afgano-perfume-extract-parfum-extrait-de-parfum-43985/
N/A,"Бренды, Versace, Versace, Бренды","Сегменты, Парфюмерия люкс, Сегменты","Персоны, , , Персоны","Ароматы по годам, 2006, Ароматы по годам","Семейства, Фруктовые, Цветочные, Семейства","Концентрации, Туалетная вода, Концентрации","Бренды по странам, Италия, Бренды по странам",Женский,N/A,"Ноты, Гранат, Юзу, Акватический аккорд (водяной аккорд), Лотос, Магнолия, Пион, Амбра, Махагони (красное дерево), Мускус, 21%
     
        Пион, 19%
     
        Акватический аккорд (водяной аккорд), 13%
     
        Магнолия, 11%
     
        Юзу, 11%
     
        Лотос, 9%
     
        Гранат, 7%
     
        Мускус, 4%
     
        Амбра, 4%
     
        Махагони (красное дерево), Ноты",N/A,N/A,https://aromo.ru/fragrance/versace-bright-crystal-toilet-water-eau-de-toilette-45816/
N/A,"Бренды, Creed, Creed, Бренды","Сегменты, Нишевая парфюмерия, Сегменты","Персоны, , Персоны","Ароматы по годам, 2010, Ароматы по годам","Семейства, Шипровые, Фруктовые, Семейства","Концентрации, Парфюмерная вода, Концентрации","Бренды по странам, Великобритания, Бренды по странам",Мужской,N/A,"Ноты, Ананас, Бергамот, Яблоко, Лист черной смородины, Береза, Пачули, Розовый перец (красные ягоды), Жасмин, Дубовый мох, Мускус, Серая амбра, Ваниль, 15%
     
        Мускус, 11%
     
        Ананас, 11%
     
        Береза, 11%
     
        Дубовый мох, 11%
     
        Пачули, 10%
     
        Бергамот, 8%
     
        Лист черной смородины, 8%
     
        Серая амбра, 6%
     
        Розовый перец (красные ягоды), 3%
     
        Яблоко, 2%
     
        Жасмин, 1%
     
        Ваниль, Ноты",N/A,N/A,https://aromo.ru/fragrance/creed-aventus-perfume-water-eau-de-parfum-42200/
Fleur Narcotique,Ex Nihilo,Парфюмерная вода,https://aromo.ru/fragrance/ex-nihilo-fleur-narcotique-perfume-water-eau-de-parfum-57875/
Bal d'Afrique,Byredo,Парфюмерная вода,https://aromo.ru/fragrance/byredo-bal-d_afrique-perfume-water-eau-de-parfum-42681/
N/A,N/A,N/A,https://aromo.ru/fragrance/victorias-secret-bombshell-perfume-water-eau-de-parfum-45276/
Black Opium,Yves Saint Laurent,Парфюмерная вода,https://aromo.ru/fragrance/yves-saint-laurent-black-opium-perfume-water-eau-de-parfum-44214/
Good Girl Gone Bad,By Kilian,Парфюмерная вода,https://aromo.ru/fragrance/kilian-good-girl-gone-bad-perfume-water-eau-de-parfum-60859/
Musk Kashmir,Attar Collection,Парфюмерная вода,https://aromo.ru/fragrance/attar-collection-musk-kashmir-perfume-water-eau-de-parfum-75467/
Today,Avon,Парфюмерная вода,https://aromo.ru/fragrance/avon-today-perfume-water-eau-de-parfum-92928/
Sauvage,Dior,Туалетная вода,https://aromo.ru/fragrance/dior-sauvage-toilet-water-eau-de-toilette-86703/
Coco Mademoiselle,Chanel,Парфюмерная вода,https://aromo.ru/fragrance/chanel-coco-mademoiselle-perfume-water-eau-de-parfum-49279/
Lacoste Pour Femme,Lacoste,Парфюмерная вода,https://aromo.ru/fragrance/lacoste-lacoste-pour-femme-perfume-water-eau-de-parfum-67380/
